X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TROEBHFNU;CHLFRFU;GELBH;Echms
51,74322011;3,862908359;20250626;113154;1;20,25;8,12;116,8;8,82;17113,58;-0,89;30,28;4209,07;1,38;2,68;42,31;-999
51,74322011;3,862908359;20250626;113229;2,08;20,2;8,12;116,6;8,81;17123,89;-0,79;30,3;4211,23;1,51;3,58;42,29;-999
51,74322011;3,862908359;20250626;113251;3,02;20,17;8,11;114,49;8,66;17115,29;-0,89;30,28;4209,34;1,62;2,83;42,25;-999
51,74322011;3,862908359;20250626;113311;4,04;20,2;8,11;114,83;8,68;17116,5;-0,84;30,28;4209,64;1,7;2,63;42,28;-999
51,74322011;3,862908359;20250626;113330;4,98;20,16;8,11;114,07;8,63;17115,77;-0,91;30,28;4209,44;1,79;2,6;42,24;-999
51,74322011;3,862908359;20250626;113352;6,04;20,1;8,09;112,13;8,49;17122,6;-0,9;30,29;4210,83;1,53;2,87;42,19;-999
51,74322011;3,862908359;20250626;113413;7,01;19,76;8,03;100,01;7,62;17147,72;-0,92;30,33;4215,84;1,7;2,96;41,94;-999
51,74322011;3,862908359;20250626;113441;7,94;19,75;8,02;94,74;7,22;17148,96;-0,92;30,34;4216,08;1,77;2,44;41,93;-999
51,74322011;3,862908359;20250626;113504;9;19,63;8,01;90,91;6,94;17163,01;-0,89;30,36;4218,98;1,93;2,38;41,86;-999
51,74322011;3,862908359;20250626;113533;10,1;19,56;8,01;88,99;6,8;17272,43;-0,92;30,55;4242,47;1,72;2,02;42,03;-999
51,74322011;3,862908359;20250626;113605;11,04;19,65;8,03;92,65;7,06;17340,74;-0,91;30,67;4257,28;2,05;2,52;42,26;-999
51,74322011;3,862908359;20250626;113634;12,02;18,68;7,94;78,23;6,07;17398,41;-1,01;30,76;4268,53;2,52;2,12;41,49;-999
51,74322011;3,862908359;20250626;113658;13,04;17,64;7,84;62,1;4,91;17378,48;-0,94;30,72;4263,03;2,08;1,34;40,51;-999
51,74322011;3,862908359;20250626;113729;14,08;16,98;7,78;51,73;4,15;17311,59;-0,94;30,6;4247,88;2,05;1,67;39,79;-999
51,74322011;3,862908359;20250626;113751;15,01;15,9;7,69;41,01;3,36;17293,52;-0,95;30,56;4242,76;1,82;1,4;38,79;-999
