X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TROEBHFNU;CHLFRFU;GELBH;Echms
51.79314237;3.914426279;20250627;100053;0.99;20.21;8.03;93.02;7.1;17141.79;-1.14;30.33;4215.1;1.9;1.14;42.34;-999
51.79314237;3.914426279;20250627;100110;2.02;20.21;8.03;93.05;7.1;17141.79;-0.91;30.33;4215.1;2;1.44;42.34;-999
51.79314237;3.914426279;20250627;100125;3.01;20.22;8.03;93.28;7.12;17139.78;-1.03;30.32;4214.68;1.94;1.46;42.34;-999
51.79314237;3.914426279;20250627;100142;4.02;20.21;8.03;93.05;7.1;17143.34;-1.09;30.33;4215.44;1.83;1.37;42.34;-999
51.79314237;3.914426279;20250627;100157;5.01;20.21;8.02;93.03;7.1;17143.3;-0.99;30.33;4215.43;1.78;1.34;42.34;-999
51.79314237;3.914426279;20250627;100212;6;20.22;8.02;92.81;7.08;17146.54;-1.02;30.33;4216.14;1.91;1.28;42.36;-999
51.79314237;3.914426279;20250627;100234;7.05;20.2;8.02;92.35;7.05;17144.5;-0.92;30.33;4215.67;1.77;1.49;42.33;-999
51.79314237;3.914426279;20250627;100255;8.03;20.2;8.02;92.23;7.04;17144.72;-1.04;30.33;4215.73;1.89;1.46;42.34;-999
51.79314237;3.914426279;20250627;100311;9.02;20.2;8.02;92.22;7.04;17143.16;-0.94;30.33;4215.38;1.78;1.35;42.33;-999
51.79314237;3.914426279;20250627;100330;9.95;20.18;8.02;91.64;7;17145.24;-0.92;30.33;4215.81;1.83;1.19;42.32;-999
51.79314237;3.914426279;20250627;100355;11.02;20.16;8.01;89.86;6.87;17159.38;-1.04;30.36;4218.83;2.32;1.32;42.33;-999
51.79314237;3.914426279;20250627;100410;12.04;20.15;8.01;88.87;6.79;17163.96;-0.99;30.36;4219.82;1.89;1.54;42.34;-999
51.79314237;3.914426279;20250627;100425;13.04;20.16;8.01;88.41;6.75;17164;-1.07;30.36;4219.83;1.92;1.23;42.34;-999
51.79314237;3.914426279;20250627;100447;14.03;20.16;8.01;88.27;6.74;17165.65;-1.07;30.37;4220.19;2.7;1.56;42.35;-999
51.79314237;3.914426279;20250627;100508;15.06;20.16;8.01;88.12;6.73;17168.04;-1.05;30.37;4220.71;2.14;1.44;42.35;-999
51.79314237;3.914426279;20250627;100524;16.07;20.17;8.01;88;6.72;17165.83;-0.98;30.37;4220.23;2.31;1.89;42.35;-999
