X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TROEBHFNU;CHLFRFU;GELBH;Echms
51.76316719;3.869043967;20250627;103252;1.03;20.07;8.02;91.57;7.01;17143.27;-0.93;30.33;4215.25;2.96;1.52;42.22;-999
51.76316719;3.869043967;20250627;103308;1.96;20.07;8.02;91.93;7.04;17144.74;-0.93;30.33;4215.57;2.74;1.95;42.22;-999
51.76316719;3.869043967;20250627;103325;2.97;20.07;8.02;91.61;7.01;17144.48;-0.99;30.33;4215.51;2.79;1.87;42.22;-999
51.76316719;3.869043967;20250627;103340;4.05;20.04;8.01;90.9;6.96;17147.57;-0.94;30.33;4216.15;2.6;1.98;42.2;-999
51.76316719;3.869043967;20250627;103355;4.99;20.04;8.01;90.49;6.93;17144.57;-1;30.33;4215.49;2.97;1.74;42.19;-999
51.76316719;3.869043967;20250627;103412;6.03;20;8;89.31;6.84;17142.45;-0.99;30.33;4214.99;2.76;1.65;42.15;-999
51.76316719;3.869043967;20250627;103427;6.99;19.97;7.99;87.88;6.74;17139.79;-0.9;30.32;4214.38;2.72;1.63;42.12;-999
51.76316719;3.869043967;20250627;103442;8;19.97;7.99;87.67;6.72;17136.87;-0.9;30.32;4213.75;2.66;1.83;42.11;-999
51.76316719;3.869043967;20250627;103458;9.04;19.96;7.99;87.23;6.69;17137.62;-0.99;30.32;4213.9;2.99;1.87;42.11;-999
51.76316719;3.869043967;20250627;103520;10;19.86;7.97;85.11;6.54;17119.36;-1.07;30.28;4209.84;2.69;1.59;41.97;-999
51.76316719;3.869043967;20250627;103541;11.03;19.85;7.97;84.32;6.48;17116.3;-1.02;30.28;4209.17;2.73;1.53;41.96;-999
51.76316719;3.869043967;20250627;103557;12.08;19.85;7.97;84.28;6.48;17117.74;-0.87;30.28;4209.48;2.64;1.68;41.96;-999
51.76316719;3.869043967;20250627;103621;13.03;19.84;7.96;83.79;6.44;17117.25;-0.99;30.28;4209.36;2.56;1.52;41.95;-999
51.76316719;3.869043967;20250627;103637;13.99;19.84;7.96;83.35;6.41;17123.94;-1.03;30.29;4210.81;2.62;2;41.97;-999
