X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TROEBHFNU;CHLFRFU;GELBH;Echms
51.75837611;4.012616099;20250627;90116;1;20.02;7.96;86.4;6.62;17104.85;-1.08;30.26;4206.91;1.95;0.46;42.09;-999
51.75837611;4.012616099;20250627;90148;1.97;19.97;7.97;86.34;6.63;17080.18;-0.99;30.22;4201.52;2.01;0.46;41.98;-999
51.75837611;4.012616099;20250627;90211;3.05;20.04;7.97;86.51;6.63;17099.43;-1.07;30.25;4205.77;2.17;0.56;42.1;-999
51.75837611;4.012616099;20250627;90239;4.01;20.15;7.97;86.98;6.65;17146.64;-1;30.33;4216.08;2.22;0.59;42.29;-999
51.75837611;4.012616099;20250627;90314;4.98;19.81;7.97;85.77;6.59;17227.27;-1.07;30.47;4233.04;2.32;0.5;42.16;-999
51.75837611;4.012616099;20250627;90344;6.01;19.81;7.94;82.71;6.35;17270.88;-1.08;30.55;4242.43;2.37;0.49;42.25;-999
51.75837611;4.012616099;20250627;90402;7.07;19.84;7.94;81.71;6.27;17292.33;-0.92;30.58;4247.09;2.33;0.5;42.33;-999
51.75837611;4.012616099;20250627;90423;8;19.78;7.93;81.27;6.24;17304.19;-1.12;30.6;4249.57;2.3;0.59;42.29;-999
51.75837611;4.012616099;20250627;90440;9.02;19.75;7.94;81.37;6.25;17329.73;-1.03;30.65;4255.03;2.35;0.77;42.33;-999
51.75837611;4.012616099;20250627;90501;9.97;19.1;7.91;81.65;6.35;17284.43;-1.15;30.56;4244.51;2.41;0.54;41.64;-999
51.75837611;4.012616099;20250627;90522;11.05;19.46;7.95;81.91;6.32;17383.29;-1.15;30.74;4266.21;3.08;0.74;42.18;-999
