# VERTIKAAL 11 M.C.ECOS 8 VERTIKAAL
* 10-07-2024 11:01:29
#X: 47979 - Y: 418353
#00 DONARLOCATIE: GTS-02
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1014>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  47979  418353 20240710 110142    0.95   16.35   18.56   8.07 8.37     105   37.34    3850   27.43   15476    2.53    0.00
  47975  418355 20240710 110206    2.06   14.83   18.55   8.07 8.33     105   37.33    3850   27.43   15476    2.04    0.00
  47979  418357 20240710 110225    3.02   13.79   18.55   8.07 8.32     105   37.33    3851   27.43   15479    1.91    0.00
  47980  418360 20240710 110307    3.98   12.75   18.49   8.06 8.20     103   37.30    3853   27.45   15489    2.07    0.00
  47976  418361 20240710 110452    5.06   12.48   18.24   7.99 7.37      92   37.10    3853   27.45   15491    1.57    0.00
  47971  418357 20240710 110547    5.94   11.81   18.22   7.98 7.10      89   37.09    3854   27.45   15493    1.51    0.00
  47984  418355 20240710 110654    7.03   10.01   18.14   7.92 6.52      81   37.09    3860   27.51   15523    1.33    0.00
  47983  418353 20240710 110725    8.04    9.56   18.13   7.91 6.42      80   37.11    3863   27.53   15534    1.13    0.00
  47981  418351 20240710 110801    9.03    8.58   18.09   7.89 6.23      78   37.11    3867   27.56   15553    1.18    0.00
  47980  418350 20240710 110900   10.00    7.04   17.94   7.86 5.50      68   37.20    3889   27.73   15655    0.93    0.00
  47979  418360 20240710 111034   11.05    5.71   17.68   7.80 4.15      52   37.48    3940   28.14   15888    0.62    0.00
  47981  418367 20240710 111142   11.96    4.91   17.45   7.77 3.33      41   37.59    3973   28.40   16040    0.92    0.00
  47986  418369 20240710 111231   13.03    4.31   17.20   7.77 2.89      36   37.64    3999   28.61   16163    0.52    0.00
  47988  418357 20240710 111409   14.01    4.05   15.58   7.67 0.19       2   36.84    4059   29.09   16448    0.35    0.00
  47987  418354 20240710 111427   14.98    3.53   12.98   7.59 0.13       2   35.43    4146   29.80   16863    0.21    0.00
  47984  418348 20240710 111502   15.94    2.45   11.58   7.56 0.08       1   34.22    4140   29.75   16843    0.14    0.00
  47977  418340 20240710 111552   16.94    1.14   11.02   7.57 0.04       0   33.81    4148   29.82   16881    0.17    0.00
