# VERTIKAAL 2 M.C.ECOS 8 VERTIKAAL
* 10-07-2024 07:42:30
#X: 67381 - Y: 411340
#00 DONARLOCATIE: GTS-18
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1013>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  67381  411340 20240710 74304    0.94   11.53   18.65   8.05 7.61      95   37.01    3809   27.10   15289    2.89    0.00
  67337  411339 20240710 74321    1.96   10.56   18.65   8.05 7.59      95   37.01    3810   27.10   15290    2.36    0.00
  67334  411340 20240710 74409    2.98    9.60   18.64   8.04 7.38      92   37.00    3810   27.10   15291    2.27    0.00
  67333  411340 20240710 74426    3.97    8.65   18.62   8.03 7.45      93   37.00    3811   27.11   15295    2.19    0.00
  67332  411341 20240710 74448    5.01    7.65   18.64   8.03 7.37      92   37.12    3821   27.20   15343    2.58    0.00
  67329  411344 20240710 74520    6.03    6.74   18.61   8.00 7.13      89   37.16    3828   27.25   15374    1.83    0.00
  67326  411349 20240710 74600    7.04    5.81   18.94   8.06 7.53      95   37.72    3858   27.49   15509    2.69    0.00
  67324  411351 20240710 74624    8.06    4.86   19.01   8.06 7.46      94   37.86    3867   27.55   15548    2.44    0.00
  67320  411356 20240710 74655    9.04    3.91   18.94   8.04 7.24      91   37.91    3878   27.64   15600    1.94    0.00
  67314  411364 20240710 74747    9.99    3.11   18.84   8.01 6.87      87   37.88    3883   27.68   15621    2.12    0.00
  67311  411370 20240710 74835   10.97    2.04   18.53   7.96 6.35      80   37.57    3877   27.64   15599    1.69    0.00
  67309  411377 20240710 74919   11.97    1.04   18.42   7.95 6.11      76   37.49    3878   27.64   15601    1.21    0.00
