# VERTIKAAL 7 M.C.ECOS 8 VERTIKAAL
* 10-07-2024 09:42:17
#X: 56342 - Y: 420471
#00 DONARLOCATIE: GTS-10
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1013>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  56342  420471 20240710 94301    1.12   12.05   18.64   7.99 7.50      94   37.24    3834   27.30   15402    1.59    0.00
  56312  420501 20240710 94337    1.98   11.25   18.61   8.00 7.57      95   37.22    3835   27.30   15406    1.75    0.00
  56311  420502 20240710 94358    3.03   10.21   18.60   8.00 7.55      95   37.23    3836   27.31   15409    1.39    0.00
  56309  420505 20240710 94419    4.07    9.14   18.61   8.00 7.56      95   37.22    3835   27.31   15407    1.75    0.00
  56306  420507 20240710 94439    5.06    8.19   18.60   8.00 7.61      96   37.23    3836   27.31   15408    1.57    0.00
  56303  420509 20240710 94457    6.05    7.16   18.59   8.01 7.61      96   37.23    3837   27.32   15414    1.33    0.00
  56298  420513 20240710 94546    7.07    6.35   18.59   8.01 7.62      96   37.22    3837   27.32   15413    1.37    0.00
  56297  420515 20240710 94600    7.97    5.54   18.51   8.02 7.62      96   37.20    3841   27.35   15434    1.25    0.00
  56293  420523 20240710 94656    9.03    4.65   18.18   7.94 6.93      87   36.96    3843   27.37   15445    0.79    0.00
  56293  420526 20240710 94733   10.03    3.89   18.09   7.93 6.78      85   36.88    3843   27.37   15446    0.50    0.00
  56293  420529 20240710 94747   11.06    2.99   18.03   7.92 6.77      84   36.84    3844   27.38   15450    0.56    0.00
  56298  420535 20240710 94835   12.05    2.26   17.94   7.89 6.31      78   36.79    3845   27.39   15456    0.24    0.00
  56305  420538 20240710 94914   13.01    1.21   17.86   7.86 5.95      74   36.72    3845   27.39   15457    0.27    0.00
