# VERTIKAAL 9 M.C.ECOS 8 VERTIKAAL
* 10-07-2024 10:17:31
#X: 52972 - Y: 420313
#00 DONARLOCATIE: GTS-07
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1014>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  52972  420313 20240710 101739    1.04   10.06   18.34   7.97 7.44      93   37.04    3839   27.33   15424    1.20    0.00
  52966  420307 20240710 101755    2.03    9.09   18.33   7.97 7.43      93   37.04    3839   27.34   15425    1.26    0.00
  52965  420306 20240710 101823    3.06    8.09   18.32   7.97 7.39      92   37.03    3839   27.33   15424    1.56    0.00
  52965  420305 20240710 101837    4.00    7.14   18.31   7.97 7.37      92   37.02    3838   27.33   15423    1.20    0.00
  52964  420304 20240710 101855    5.02    6.11   18.31   7.97 7.37      92   37.02    3839   27.34   15424    1.39    0.00
  52964  420301 20240710 101913    5.96    5.18   18.25   7.97 7.35      92   36.98    3840   27.34   15429    0.90    0.00
  52963  420298 20240710 101931    7.07    4.13   18.23   7.97 7.33      92   36.96    3839   27.34   15428    0.89    0.00
  52958  420288 20240710 102039    8.06    3.09   18.03   7.92 6.69      83   36.86    3845   27.39   15457    0.43    0.00
  52956  420286 20240710 102059    9.04    2.14   18.03   7.91 6.51      81   36.88    3848   27.41   15466    0.54    0.00
  52957  420282 20240710 102158   10.03    1.16   18.02   7.86 5.80      72   36.95    3856   27.47   15505    0.63    0.00
