# VERTIKAAL 3 M.C.ECOS 8 VERTIKAAL
* 10-07-2024 08:03:57
#X: 65255 - Y: 412106
#00 DONARLOCATIE: GTS-16
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1013>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  65255  412106 20240710 80405    1.03   14.01   18.80   8.10 8.09     102   37.17    3814   27.14   15308    2.91    0.00
  65255  412106 20240710 80433    1.96   13.18   18.79   8.10 8.05     101   37.16    3814   27.14   15308    2.63    0.00
  65255  412106 20240710 80453    3.01   12.19   18.79   8.09 8.04     101   37.17    3814   27.14   15311    3.00    0.00
  65259  412106 20240710 80543    3.97    0.00   18.78   8.10 7.93     100   37.16    3814   27.14   15310    2.92    0.00
  65263  412105 20240710 80611    4.98   10.18   18.75   8.08 7.99     100   37.15    3816   27.15   15319    2.76    0.00
  65273  412104 20240710 80725    5.95    9.53   18.54   8.01 7.18      90   37.07    3825   27.22   15360    2.50    0.00
  65276  412104 20240710 80747    7.05    8.53   18.67   8.02 7.22      91   37.32    3839   27.34   15426    2.01    0.00
  65279  412104 20240710 80808    8.00    7.60   18.70   8.03 7.26      91   37.42    3848   27.41   15464    1.87    0.00
  65284  412103 20240710 80838    8.98    6.49   18.81   8.04 7.18      90   37.62    3859   27.50   15515    2.31    0.00
  65286  412101 20240710 80925   10.05    4.98   18.62   7.99 6.74      85   37.52    3865   27.54   15542    1.78    0.00
  65288  412099 20240710 81002   11.00    4.20   18.54   7.98 6.56      82   37.46    3865   27.54   15542    1.43    0.00
  65285  412100 20240710 81048   12.01    2.95   18.41   7.94 6.07      76   37.38    3867   27.56   15555    1.00    0.00
  65283  412099 20240710 81119   12.98    2.08   18.35   7.94 5.91      74   37.34    3868   27.57   15557    0.80    0.00
  65279  412099 20240710 81155   14.03    1.24   18.32   7.93 5.81      73   37.35    3872   27.60   15577    0.71    0.00
