# VERTIKAAL 4 M.C.ECOS 8 VERTIKAAL
* 10-07-2024 08:29:15
#X: 61263 - Y: 413023
#00 DONARLOCATIE: GTS-14
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1013>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  61263  413023 20240710 82933    1.04    9.31   18.74   8.06 7.62      96   37.39    3841   27.35   15434    2.17    0.00
  61231  413044 20240710 82952    1.99    8.30   18.75   8.06 7.57      95   37.40    3842   27.36   15435    2.48    0.00
  61220  413048 20240710 83022    3.02    7.21   18.74   8.05 7.52      95   37.40    3841   27.36   15434    2.32    0.00
  61219  413048 20240710 83040    4.06    6.25   18.74   8.05 7.49      94   37.40    3842   27.36   15435    2.15    0.00
  61218  413050 20240710 83106    4.96    5.34   18.74   8.05 7.39      93   37.40    3842   27.36   15435    2.04    0.00
  61215  413054 20240710 83159    6.04    4.21   18.57   7.99 6.68      84   37.32    3849   27.41   15468    1.15    0.00
  61212  413059 20240710 83229    6.94    3.29   18.51   7.98 6.59      82   37.27    3848   27.41   15466    0.94    0.00
  61211  413061 20240710 83243    7.99    2.33   18.56   7.99 6.58      82   37.35    3852   27.44   15484    0.77    0.00
  61202  413069 20240710 83330    8.97    1.29   18.52   7.98 6.35      80   37.32    3852   27.44   15486    0.72    0.00
  61194  413076 20240710 83415   10.07    0.00   18.38   7.90 5.44      68   37.21    3853   27.44   15487    0.39    0.00
