# VERTIKAAL 4 M.C.ECOS 6 VERTIKAAL
* 20-11-2024 10:13:35
#X: 46567 - Y: 369383
#00 DONARLOCATIE: KTS-04
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1003>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <2>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHFLYSI  TURBID
  46567  369383 20241120 101343    1.12   12.54   12.55   7.78 7.96      79    8.46    1001    6.34    3523    0.50    2.88
  46567  369383 20241120 101409    2.02   12.24   12.53   7.78 7.95      78    8.44     999    6.32    3516    0.49    2.78
  46567  369383 20241120 101422    2.98    8.99   12.58   7.78 7.93      78    8.46     999    6.33    3518    0.54    2.76
  46567  369383 20241120 101436    4.04    9.74   12.57   7.78 7.93      78    8.48    1002    6.35    3530    0.57    2.79
  46567  369383 20241120 101449    5.01    8.78   12.56   7.78 7.92      78    8.51    1006    6.37    3542    0.58    2.90
  46567  369383 20241120 101510    5.98    8.06   12.55   7.77 7.91      78    8.62    1019    6.46    3594    0.51    3.01
  46567  369383 20241120 101524    7.00    6.95   12.53   7.77 7.90      78    8.82    1044    6.63    3687    0.52    3.13
  46567  369383 20241120 101539    8.00    6.04   12.52   7.77 7.89      78    9.05    1070    6.81    3790    0.47    3.48
  46567  369383 20241120 101557    8.98    5.23   12.55   7.76 7.89      78    9.51    1124    7.18    3996    0.58    4.34
  46567  369383 20241120 101611    9.99    4.14   12.61   7.76 7.90      79    9.98    1178    7.56    4205    0.61    4.76
  46567  369383 20241120 101624   11.05    3.13   12.65   7.76 7.89      79   10.81    1276    8.23    4582    0.59    6.64
  46567  369383 20241120 101641   12.10    2.06   12.67   7.73 7.84      79   12.46    1469    9.59    5343    0.54    9.88
  46567  369383 20241120 101656   12.99    1.03   12.61   7.71 7.73      79   14.87    1756   11.63    6490    0.42    9.61
