# VERTIKAAL 3 M.C.ECOS 6 VERTIKAAL
* 13-12-2024 12:08:28
#X: 71420 - Y: 408820
#00 DONARLOCATIE: ZTS-13
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1030>
## WINDSHD    m/s <-->
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   GELBH   GEL20  SALNTT     CL- PHYCOUG
  71420  408820 20241213 120833    0.88    5.70    5.97   8.26    1.07     149    0.85     367    0.23
  71420  408820 20241213 120853    1.92    4.46    5.91   8.25    1.17     164    0.93     416    0.25
  71420  408820 20241213 120856    2.94    3.43    5.92   8.24    1.23     172    0.98     445    0.26
  71420  408820 20241213 120858    3.92    2.29    5.93   8.23    1.28     179    1.03     469    0.15
  71420  408820 20241213 120901    4.92    1.23    5.94   8.23    1.35     189    1.09     504    0.27
  71420  408820 20241213 120903    5.90    1.03    5.97   8.22    1.55     216    1.25     598    0.34
