# VERTIKAAL 5 M.C.ECOS 8 VERTIKAAL
* 14-03-2025 08:25:51
#X: 46955 - Y: 367427
#00 DONARLOCATIE: KTS-05
#01 MEETPUNT: 1
#08 WAARNEMER(S): Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1008>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  46955  367427 20250314 82559    1.00   13.33    7.81   7.98 10.0      87    3.44     458    2.76    1430    0.50    2.76
  46955  367427 20250314 82627    2.02   12.51    7.84   7.98 10.0      87    3.46     460    2.77    1438    0.53    2.81
  46955  367427 20250314 82647    3.01   11.50    7.84   7.98 10.0      87    3.49     464    2.80    1454    0.49    2.79
  46955  367427 20250314 82709    4.03   10.48    7.83   7.98 10.0      87    3.47     462    2.79    1444    0.44    2.84
  46955  367427 20250314 82731    5.03    9.49    7.89   7.97 10.0      87    3.62     481    2.91    1614    0.49    3.01
  46955  367427 20250314 82751    6.01    8.46    7.92   7.97 10.0      87    3.68     488    2.95    1638    0.54    3.12
  46955  367427 20250314 82812    7.02    7.49    7.93   7.97 10.0      87    3.75     498    3.02    1674    0.51    3.04
  46955  367427 20250314 82828    8.00    6.46    7.99   7.96 10.0      87    3.95     523    3.18    1766    0.46    3.45
  46955  367427 20250314 82846    8.99    5.49    8.17   7.94 10.0      87    4.70     620    3.81    2114    0.38    3.90
  46955  367427 20250314 82902   10.04    4.38    8.21   7.93 9.98      88    5.20     685    4.24    2354    0.48    4.97
  46955  367427 20250314 82918   11.00    3.38    8.20   7.93 9.99      88    5.38     708    4.39    2438    0.43    5.03
  46955  367427 20250314 82932   12.04    2.38    8.15   7.91 9.96      88    6.36     838    5.26    2924    0.41    6.34
  46955  367427 20250314 82949   13.01    1.38    8.10   7.89 9.94      88    7.17     947    5.99    3332    0.39    6.38
  46955  367427 20250314 83011   14.00    0.00    8.02   7.88 9.89      88    8.18    1082    6.92    3850    0.36   10.04
