# VERTIKAAL 3 M.C.ECOS 8 VERTIKAAL
* 14-03-2025 07:59:31
#X: 46358 - Y: 370360
#00 DONARLOCATIE: KTS-03
#01 MEETPUNT: 1
#08 WAARNEMER(S): Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1007>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  46358  370360 20250314 75939    0.95    0.00    8.13   7.98 10.1      88    4.09     540    3.29    1824    0.45    3.11
  46358  370360 20250314 75953    1.97    0.00    8.12   7.98 10.1      88    4.04     533    3.24    1801    0.42    3.10
  46358  370360 20250314 80010    2.96   11.90    8.17   7.97 10.1      88    4.11     542    3.30    1833    0.32    3.11
  46358  370360 20250314 80028    3.99   11.04    8.16   7.97 10.1      88    4.14     546    3.33    1846    0.36    3.05
  46358  370360 20250314 80043    5.01   10.10    8.14   7.97 10.1      88    4.21     555    3.39    1880    0.42    3.14
  46358  370360 20250314 80057    6.05    9.10    8.14   7.97 10.1      88    4.37     577    3.53    1958    0.48    3.18
  46358  370360 20250314 80111    7.02    8.25    8.15   7.96 10.1      88    4.56     601    3.68    2045    0.53    3.12
  46358  370360 20250314 80125    8.00    7.26    8.18   7.96 10.1      88    4.85     639    3.94    2186    0.51    3.46
  46358  370360 20250314 80145    9.02    6.50    8.19   7.96 10.1      89    5.04     664    4.10    2277    0.36    3.60
  46358  370360 20250314 80159   10.01    5.71    8.19   7.94 10.1      89    5.51     725    4.51    2503    0.41    4.02
  46358  370360 20250314 80214   11.00    4.79    8.15   7.93 10.0      89    6.52     860    5.40    3004    0.41    4.47
  46358  370360 20250314 80228   11.98    3.89    8.09   7.92 10.0      89    7.40     977    6.20    3448    0.35    5.63
  46358  370360 20250314 80253   12.95    2.76    7.95   7.89 9.94      89    9.64    1277    8.27    4606    0.43    9.82
  46358  370360 20250314 80325   14.03    1.39    7.88   7.90 9.94      89   10.79    1432    9.36    5217    0.47    9.33
  46358  370360 20250314 80340   15.03    0.00    7.85   7.90 9.92      90   11.50    1528   10.03    5597    0.43   10.06
