# VERTIKAAL 2 M.C.ECOS 8 VERTIKAAL
* 14-03-2025 07:50:47
#X: 46161 - Y: 370929
#00 DONARLOCATIE: KTS-02
#01 MEETPUNT: 1
#08 WAARNEMER(S): Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1007>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  46161  370929 20250314 75100    1.01   14.48    8.05   7.98 10.1      88    4.26     562    3.44    1907    0.43    3.07
  46161  370929 20250314 75118    1.99   13.28    8.08   7.98 10.1      88    4.29     567    3.46    1922    0.47    3.33
  46161  370929 20250314 75132    3.03   12.43    8.10   7.97 10.1      88    4.36     575    3.52    1954    0.44    3.45
  46161  370929 20250314 75147    4.06   11.54    8.12   7.97 10.1      88    4.43     584    3.58    1986    0.51    3.33
  46161  370929 20250314 75201    5.01   10.58    8.15   7.97 10.1      89    4.52     596    3.65    2028    0.40    3.51
  46161  370929 20250314 75216    6.02    9.61    8.14   7.97 10.1      89    4.55     599    3.68    2040    0.57    4.58
  46161  370929 20250314 75230    6.99    8.70    8.14   7.97 10.1      89    4.69     618    3.80    2110    0.46    4.46
  46161  370929 20250314 75244    8.03    7.49    8.14   7.96 10.1      89    5.01     661    4.08    2266    0.45    4.25
  46161  370929 20250314 75258    8.98    6.59    8.14   7.96 10.1      89    5.18     683    4.23    2346    0.49    4.81
  46161  370929 20250314 75314   10.01    5.45    8.12   7.94 10.1      89    6.00     792    4.95    2750    0.44    5.56
  46161  370929 20250314 75336   10.98    4.44    8.06   7.91 10.0      90    7.80    1031    6.56    3652    0.44    7.53
  46161  370929 20250314 75353   12.02    3.34    8.01   7.90 10.0      90    8.61    1139    7.31    4070    0.45    8.53
  46161  370929 20250314 75417   12.96    2.26    7.87   7.89 9.97      90   11.08    1471    9.63    5370    0.46    8.14
  46161  370929 20250314 75443   14.03    1.06    7.76   7.89 9.93      90   12.77    1700   11.27    6291    0.57   12.80
