# VERTIKAAL 7 M.C.ECOS 8 VERTIKAAL
* 14-03-2025 09:02:14
#X: 44865 - Y: 362025
#00 DONARLOCATIE: KTS-07
#01 MEETPUNT: 1
#08 WAARNEMER(S): Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1008>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  44865  362025 20250314 90222    1.02   13.34    7.82   7.96 9.77      84    2.89     385    2.29    1171    0.48    3.58
  44865  362025 20250314 90238    2.00   12.90    7.82   7.96 9.77      84    2.88     384    2.29    1168    0.51    3.44
  44865  362025 20250314 90301    3.02   11.95    7.82   7.96 9.76      84    2.91     387    2.31    1180    0.50    3.59
  44865  362025 20250314 90321    4.01   10.83    7.82   7.96 9.75      84    2.92     389    2.32    1186    0.45    3.47
  44865  362025 20250314 90342    5.03   10.00    7.83   7.96 9.75      84    2.98     395    2.36    1210    0.50    3.80
  44865  362025 20250314 90403    6.03    9.09    7.86   7.95 9.73      84    3.13     416    2.49    1283    0.42    4.21
  44865  362025 20250314 90435    7.04    8.19    7.87   7.94 9.73      84    3.26     433    2.60    1344    0.47    4.44
  44865  362025 20250314 90506    8.01    7.15    7.88   7.94 9.73      84    3.42     454    2.74    1418    0.57    4.60
  44865  362025 20250314 90524    9.05    6.13    7.89   7.93 9.72      84    3.58     475    2.87    1492    0.54    5.13
  44865  362025 20250314 90543   10.05    5.09    7.91   7.92 9.72      84    4.02     533    3.25    1802    0.54    5.28
  44865  362025 20250314 90609   11.05    4.08    7.93   7.90 9.72      84    4.60     610    3.75    2079    0.48    6.15
  44865  362025 20250314 90624   12.06    2.96    7.95   7.89 9.71      85    5.14     682    4.22    2342    0.36    6.75
  44865  362025 20250314 90700   13.02    1.95    7.95   7.88 9.71      85    5.80     768    4.79    2661    0.42    8.52
  44865  362025 20250314 90728   13.98    0.96    7.97   7.87 9.67      85    6.18     818    5.13    2849    0.39    8.93
