# VERTIKAAL 11 M.C.ECOS 8 VERTIKAAL
* 14-03-2025 10:41:34
#X: 39083 - Y: 346347
#00 DONARLOCATIE: KTS-11
#01 MEETPUNT: 1
#08 WAARNEMER(S): Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1009>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  39083  346347 20250314 104142    0.97   12.44    8.29   7.90 8.48      73    0.97     127    0.71     290    0.46    5.62
  39083  346347 20250314 104202    2.06   11.45    8.31   7.89 8.44      72    0.97     128    0.72     292    0.65    5.98
  39083  346347 20250314 104216    3.02   10.45    8.25   7.89 8.42      72    0.99     130    0.73     300    0.63    5.39
  39083  346347 20250314 104233    4.01    9.45    8.24   7.89 8.42      72    0.99     130    0.73     301    0.68    5.63
  39083  346347 20250314 104251    5.01    8.39    8.21   7.89 8.42      72    1.00     131    0.74     304    0.64    4.85
  39083  346347 20250314 104309    6.01    7.38    8.15   7.88 8.44      72    1.03     136    0.77     321    0.61    5.22
  39083  346347 20250314 104325    6.98    6.34    8.12   7.87 8.42      72    1.08     142    0.81     343    0.58    4.63
  39083  346347 20250314 104406    8.06    5.31    8.13   7.87 8.28      71    1.11     146    0.83     356    0.47    4.94
  39083  346347 20250314 104431    8.99    4.23    8.17   7.88 8.26      71    1.04     138    0.78     326    0.59    5.02
  39083  346347 20250314 104539   10.01    3.20    7.95   7.83 7.94      68    1.33     176    1.01     460    0.43    5.14
  39083  346347 20250314 104600   11.03    2.10    7.96   7.83 7.90      67    1.35     178    1.02     467    0.41    5.10
  39083  346347 20250314 104716   11.98    1.18    7.93   7.81 7.59      65    1.46     194    1.11     521    0.40    5.45
  39083  346347 20250314 104751   13.01    0.00    7.93   7.80 7.49      64    1.48     196    1.13     528    0.43    5.09
