# VERTIKAAL 6 M.C.ECOS 8 VERTIKAAL
* 14-03-2025 08:40:29
#X: 46899 - Y: 365456
#00 DONARLOCATIE: KTS-06
#01 MEETPUNT: 1
#08 WAARNEMER(S): Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1008>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  46899  365456 20250314 84038    1.00   13.03    7.69   7.99 10.0      86    3.16     421    2.53    1301    0.46    2.91
  46899  365456 20250314 84057    2.03   12.00    7.69   7.99 10.0      86    3.16     422    2.53    1302    0.52    2.92
  46899  365456 20250314 84110    2.96   10.95    7.68   7.99 10.0      86    3.16     421    2.53    1300    0.42    2.81
  46899  365456 20250314 84127    4.05    9.75    7.70   7.99 10.0      86    3.17     423    2.54    1308    0.54    2.89
  46899  365456 20250314 84144    5.01    9.06    7.71   7.99 10.0      86    3.18     424    2.55    1311    0.48    2.78
  46899  365456 20250314 84158    5.99    8.15    7.75   7.98 10.0      86    3.24     431    2.59    1337    0.45    2.90
  46899  365456 20250314 84212    7.02    7.30    7.80   7.97 9.99      86    3.46     461    2.78    1440    0.49    3.41
  46899  365456 20250314 84232    7.96    6.64    7.83   7.96 9.97      86    3.62     480    2.91    1612    0.46    3.46
  46899  365456 20250314 84246    9.08    5.71    7.87   7.95 9.95      86    3.92     521    3.17    1758    0.47    4.09
  46899  365456 20250314 84302   10.01    4.95    7.94   7.93 9.92      86    4.49     595    3.65    2027    0.44    5.00
  46899  365456 20250314 84317   10.99    3.95    8.02   7.90 9.89      86    5.55     734    4.57    2537    0.46    6.12
  46899  365456 20250314 84338   12.04    3.10    8.09   7.89 9.87      87    6.41     847    5.32    2956    0.36    6.00
  46899  365456 20250314 84354   13.01    2.23    8.08   7.89 9.86      87    6.95     918    5.80    3226    0.36    6.17
  46899  365456 20250314 84418   14.01    0.86    8.06   7.88 9.83      87    7.43     982    6.23    3466    0.44    7.64
