# VERTIKAAL 9 M.C.ECOS 8 VERTIKAAL
* 14-03-2025 10:01:20
#X: 42636 - Y: 352113
#00 DONARLOCATIE: KTS-09
#01 MEETPUNT: 1
#08 WAARNEMER(S): Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1009>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  42636  352113 20250314 100129    1.00   12.81    7.95   7.91 9.03      77    1.62     215    1.24     596    0.44    4.00
  42636  352113 20250314 100145    2.02   11.85    7.96   7.91 9.03      77    1.62     215    1.24     594    0.65    4.19
  42636  352113 20250314 100201    3.02   10.91    7.93   7.91 9.03      77    1.63     217    1.25     601    0.51    4.00
  42636  352113 20250314 100218    4.01    9.89    7.91   7.91 9.04      77    1.65     219    1.27     610    0.60    4.05
  42636  352113 20250314 100237    5.05    8.75    7.89   7.91 9.03      77    1.65     219    1.27     611    0.65    3.98
  42636  352113 20250314 100258    5.99    7.79    7.87   7.91 9.04      77    1.66     220    1.27     612    0.58    3.71
  42636  352113 20250314 100314    7.03    6.80    7.82   7.92 9.05      77    1.66     221    1.28     616    0.66    3.62
  42636  352113 20250314 100330    8.01    5.81    7.86   7.91 9.05      77    1.69     224    1.30     628    0.64    3.36
  42636  352113 20250314 100358    9.05    4.76    7.94   7.89 8.95      77    1.86     246    1.43     704    0.56    3.69
  42636  352113 20250314 100428    9.95    3.94    7.94   7.89 8.96      77    2.02     267    1.56     763    0.50    3.93
  42636  352113 20250314 100444   10.99    2.84    7.94   7.89 8.99      77    2.07     274    1.60     785    0.43    3.91
  42636  352113 20250314 100459   12.05    1.71    7.94   7.88 8.99      77    2.27     301    1.77     880    0.40    4.09
  42636  352113 20250314 100514   13.00    0.75    7.94   7.88 9.00      77    2.38     315    1.86     928    0.42    4.33
