# VERTIKAAL 4 M.C.ECOS 8 VERTIKAAL
* 14-03-2025 08:10:30
#X: 46567 - Y: 369383
#00 DONARLOCATIE: KTS-04
#01 MEETPUNT: 1
#08 WAARNEMER(S): Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1007>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  46567  369383 20250314 81049    0.97   14.48    8.22   7.99 10.0      88    3.84     505    3.06    1700    0.44    2.99
  46567  369383 20250314 81103    2.02   13.41    8.22   7.99 10.0      88    3.84     505    3.06    1699    0.48    3.02
  46567  369383 20250314 81118    3.06   12.25    8.27   7.98 10.0      88    3.95     519    3.15    1749    0.53    3.19
  46567  369383 20250314 81134    4.00   11.45    8.27   7.98 10.0      88    3.98     523    3.18    1766    0.52    3.30
  46567  369383 20250314 81148    5.04   10.23    8.27   7.97 10.0      88    4.22     554    3.38    1877    0.52    3.30
  46567  369383 20250314 81202    6.01    9.20    8.28   7.97 10.0      88    4.31     566    3.46    1920    0.47    3.38
  46567  369383 20250314 81216    7.03    8.19    8.26   7.96 10.0      88    4.48     589    3.60    2001    0.46    3.48
  46567  369383 20250314 81230    8.03    7.18    8.23   7.96 10.0      88    4.83     635    3.91    2170    0.43    3.76
  46567  369383 20250314 81245    9.04    6.13    8.20   7.96 10.0      88    5.16     679    4.20    2331    0.45    3.59
  46567  369383 20250314 81302   10.00    5.06    8.20   7.96 10.0      89    5.24     690    4.27    2371    0.41    3.76
  46567  369383 20250314 81326   11.04    4.04    8.20   7.96 10.1      89    5.42     714    4.43    2461    0.52    3.90
  46567  369383 20250314 81342   12.01    3.01    8.15   7.93 10.0      89    6.36     838    5.26    2924    0.40    4.56
  46567  369383 20250314 81411   12.96    1.88    7.94   7.87 9.86      88    9.75    1293    8.38    4668    0.39    8.03
  46567  369383 20250314 81437   14.03    0.76    7.90   7.88 9.83      88   10.34    1372    8.93    4980    0.43    9.01
