# VERTIKAAL 8 Milieucontainer
* 10-06-2026 09:25:44
#X: 59114 - Y: 414939
#00 DONARLOCATIE: DREISR
#08 WAARNEMER(S): bernaards
@ par1.dat

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH  GELDHD  SALNTT     CL- CHLFRFU  TROEBHFNU  PHYCOUGL
  59114  414939 20260610 92555    1.08   15.30   17.29   7.91 6.57      82   40.63    4308   31.08   17591    0.82       0.57      0.07
  59114  414939 20260610 92618    1.95   14.61   17.28   7.91 6.56      82   40.62    4308   31.08   17592    0.82       0.70      0.06
  59114  414939 20260610 92634    3.07   13.73   17.28   7.91 6.56      82   40.63    4309   31.08   17593    0.91       0.59      0.11
  59114  414939 20260610 92649    4.03   12.99   17.28   7.92 6.52      82   40.68    4315   31.13   17622    0.84       0.62      0.10
  59114  414939 20260610 92709    4.96   12.39   17.28   7.92 6.49      81   40.68    4315   31.13   17622    0.85       0.68      0.18
  59114  414939 20260610 92733    6.11   11.87   17.25   7.92 6.39      80   40.76    4327   31.23   17677    0.63       0.71      0.02
  59114  414939 20260610 92800    6.94   11.58   17.25   7.92 6.30      79   40.79    4330   31.26   17692    0.54       0.55      0.11
  59114  414939 20260610 92821    8.02   10.61   17.23   7.92 6.28      79   40.79    4331   31.27   17699    0.62       0.55      0.08
  59114  414939 20260610 92837    9.05    9.54   17.21   7.93 6.26      78   40.80    4334   31.28   17710    0.54       0.60      0.02
  59114  414939 20260610 92859   10.01    8.38   17.24   7.93 6.29      79   40.87    4338   31.32   17731    0.48       0.47      0.15
  59114  414939 20260610 92935   11.00    7.48   17.23   7.93 6.24      78   40.87    4340   31.33   17738    0.36       0.62      0.05
  59114  414939 20260610 93012   12.05    6.22   17.00   7.90 5.56      69   40.58    4331   31.26   17697    0.32       0.73      0.05
  59114  414939 20260610 93049   13.03    4.55   16.20   7.84 4.61      57   39.88    4333   31.28   17711    0.24       0.86     -0.07
  59114  414939 20260610 93105   14.06    3.26   15.94   7.82 4.41      54   39.65    4333   31.29   17716    0.19       0.89     -0.00
  59114  414939 20260610 93136   14.88    2.66   15.37   7.77 3.37      41   39.08    4326   31.23   17684    0.07       0.85      0.16
  59114  414939 20260610 93213   16.08    2.04   14.81   7.74 2.86      34   38.56    4324   31.21   17678    0.08       1.05      0.21
  59114  414939 20260610 93228   17.00    1.56   14.70   7.74 2.69      32   38.48    4325   31.23   17685    0.11       1.00      0.06
  59114  414939 20260610 93259   17.94    1.30   14.61   7.73 2.50      30   38.37    4323   31.20   17673    0.13       1.07      0.12
  59114  414939 20260610 93329   18.92    0.63   14.58   7.73 2.42      29   38.34    4323   31.20   17673    0.02       1.33      0.13
