# VERTIKAAL 4 M.C.ECOS 8 VERTIKAAL
* 29-04-2025 09:04:03
#X: 45349 - Y: 396431
#00 DONARLOCATIE: VTS-14
#01 MEETPUNT: 1
#08 WAARNEMER(S): Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1028>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <1>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  45349  396431 20250429 90411    0.99    0.00   16.24   8.47 9.23     109   35.51    3855   27.47   15509    0.99    0.65
  45349  396431 20250429 90453    1.99    0.00   16.24   8.46 9.13     108   35.59    3864   27.54   15550    1.41    0.73
  45349  396431 20250429 90647    2.98    9.11   15.73   8.48 10.0     119   36.14    3968   28.37   16028    1.85    0.78
  45349  396431 20250429 90727    4.04    8.14   14.92   8.45 10.0     117   36.48    4080   29.26   16549    1.57    0.79
  45349  396431 20250429 90756    5.00    7.05   14.43   8.45 10.1     117   36.54    4133   29.69   16795    1.98    0.66
  45349  396431 20250429 90814    6.00    6.06   14.25   8.44 10.0     116   36.48    4144   29.78   16847    1.19    0.64
  45349  396431 20250429 90830    7.02    4.94   14.10   8.44 10.0     116   36.42    4151   29.83   16879    1.34    0.78
  45349  396431 20250429 90845    8.04    4.06   13.95   8.44 10.0     116   36.32    4155   29.86   16896    1.69    0.88
  45349  396431 20250429 90938    9.02    2.95   13.81   8.43 9.88     113   36.17    4151   29.83   16880    1.84    0.83
  45349  396431 20250429 91032    9.99    2.60   13.70   8.41 9.45     108   36.06    4149   29.81   16871    1.78    1.06
  45349  396431 20250429 91114   10.96    1.84   13.65   8.41 9.43     108   36.03    4150   29.83   16878    1.94    1.04
  45349  396431 20250429 91132   12.02    0.84   13.65   8.40 9.39     107   36.03    4150   29.83   16878    2.74    0.97
