# VERTIKAAL 17 M.C.ECOS 8 VERTIKAAL
* 29-04-2025 13:22:18
#X: 33200 - Y: 400550
#00 DONARLOCATIE: VTS-01
#01 MEETPUNT: 1
#08 WAARNEMER(S): Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1027>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <1>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  33200  400550 20250429 132247    0.99    0.00   15.22   8.51 10.1     118   34.54    3837   27.33   15434    0.84    0.71
  33200  400550 20250429 132308    2.01    0.00   15.29   8.51 10.0     117   34.61    3839   27.35   15442    0.68    0.71
  33200  400550 20250429 132323    2.99   16.45   15.27   8.51 10.0     117   34.61    3840   27.36   15448    0.87    0.68
  33200  400550 20250429 132406    3.97   14.30   14.60   8.50 10.2     117   34.07    3839   27.35   15447    1.39    0.68
  33200  400550 20250429 132456    5.03   12.28   13.54   8.51 10.4     118   33.38    3856   27.49   15529    2.61    0.72
  33200  400550 20250429 132524    5.97   11.80   12.37   8.52 10.6     117   32.76    3889   27.76   15686    6.07    0.74
  33200  400550 20250429 132551    7.02   11.56   11.27   8.42 10.6     115   32.20    3926   28.05   15861    5.01    0.76
  33200  400550 20250429 132752    8.02   10.05   10.44   8.35 9.25      98   31.55    3926   28.06   15864    2.34    0.87
  33200  400550 20250429 132853    8.97   10.03    9.67   8.31 8.85      92   30.92    3921   28.02   15847    0.60    0.69
  33200  400550 20250429 132954   10.03    8.91    9.57   8.30 8.62      89   30.85    3923   28.04   15855    0.44    0.72
  33200  400550 20250429 133044   11.01    7.95    9.47   8.29 8.50      88   30.80    3926   28.06   15868    0.37    0.68
  33200  400550 20250429 133101   12.01    6.86    9.48   8.29 8.46      87   30.79    3925   28.05   15864    0.20    0.73
  33200  400550 20250429 133115   13.02    5.73    9.41   8.28 8.43      87   30.75    3925   28.05   15865    0.21    0.75
  33200  400550 20250429 133222   14.01    3.65    9.66   8.29 8.17      85   31.00    3934   28.12   15904    0.17    0.72
  33200  400550 20250429 133236   15.02    2.33    9.67   8.30 8.15      85   31.03    3935   28.13   15909   -0.03    0.78
  33200  400550 20250429 133254   16.03    1.03    9.67   8.30 8.13      84   31.03    3935   28.13   15909    0.13    0.88
