# VERTIKAAL 13 M.C.ECOS 8 VERTIKAAL
* 29-04-2025 12:12:48
#X: 35445 - Y: 397423
#00 DONARLOCATIE: VTS-05
#01 MEETPUNT: 1
#08 WAARNEMER(S): Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1027>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <1>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  35445  397423 20250429 121256    1.02    9.24   16.44   8.50 9.64     115   35.32    3817   27.17   15337    0.39    0.63
  35445  397423 20250429 121314    2.05    9.90   16.32   8.50 9.63     114   35.24    3818   27.18   15340    0.61    0.67
  35445  397423 20250429 121401    3.01   12.24   15.62   8.52 9.77     114   34.72    3821   27.21   15361    1.29    0.74
  35445  397423 20250429 121453    3.99   12.05   15.07   8.51 10.0     117   34.35    3828   27.27   15396    1.81    0.73
  35445  397423 20250429 121534    5.03   10.90   13.23   8.49 10.3     115   33.47    3894   27.79   15705    4.19    0.82
  35445  397423 20250429 121707    5.99    9.53   12.41   8.42 9.45     104   33.36    3958   28.30   15999    3.49    0.87
  35445  397423 20250429 121840    6.99    8.60   12.52   8.40 8.91      99   33.89    4010   28.71   16239    2.94    0.78
  35445  397423 20250429 121956    7.99    6.69   12.28   8.38 8.51      94   33.88    4031   28.88   16338    1.34    0.98
  35445  397423 20250429 122045    9.00    3.03   12.16   8.38 8.35      92   33.84    4039   28.94   16371    0.73    0.91
  35445  397423 20250429 122205   10.06    3.11   11.94   8.35 7.93      87   33.67    4039   28.95   16375    0.49    0.95
  35445  397423 20250429 122322   11.01    4.90   11.70   8.32 7.45      81   33.48    4040   28.96   16381    0.54    1.09
  35445  397423 20250429 122336   11.98    3.80   11.62   8.31 7.41      81   33.44    4043   28.98   16393    0.38    1.10
  35445  397423 20250429 122425   13.02    3.66   11.56   8.30 7.02      76   33.36    4040   28.95   16379    0.52    1.32
  35445  397423 20250429 122518   14.03    1.80   11.51   8.29 6.82      74   33.32    4039   28.95   16376    0.47    1.34
  35445  397423 20250429 122547   15.02  101.70   11.49   8.28 6.74      73   33.31    4039   28.95   16379    0.28    1.42
