# VERTIKAAL 16 M.C.ECOS 8 VERTIKAAL
* 29-04-2025 13:02:24
#X: 33140 - Y: 400240
#00 DONARLOCATIE: VTS-02
#01 MEETPUNT: 1
#08 WAARNEMER(S): Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1027>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <1>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  33140  400240 20250429 130232    0.99   14.39   15.41   8.51 9.84     115   34.70    3838   27.34   15439    0.33    0.56
  33140  400240 20250429 130253    2.00   13.15   15.37   8.51 9.83     115   34.67    3838   27.34   15438    0.67    0.62
  33140  400240 20250429 130328    2.98   11.55   15.27   8.51 9.78     114   34.56    3834   27.31   15422    0.97    0.61
  33140  400240 20250429 130344    4.00   10.30   14.67   8.50 9.82     113   34.20    3847   27.42   15484    1.48    0.67
  33140  400240 20250429 130510    5.02    9.18   13.74   8.51 10.2     116   33.69    3873   27.63   15607    2.58    0.84
  33140  400240 20250429 130552    6.01    8.74   11.72   8.46 10.7     116   32.50    3920   28.01   15833    8.73    0.91
  33140  400240 20250429 130714    7.01    7.88   10.90   8.39 9.51     101   31.91    3925   28.05   15859    4.42    0.78
  33140  400240 20250429 130826    8.02    6.89   10.68   8.36 9.14      97   31.79    3932   28.10   15891    2.20    0.82
  33140  400240 20250429 130941    8.97    6.08    9.73   8.31 8.72      91   30.99    3924   28.04   15858    0.54    0.74
  33140  400240 20250429 131030   10.02    4.29    9.64   8.30 8.61      89   30.92    3925   28.05   15863    0.51    0.66
  33140  400240 20250429 131134   11.01    2.93    9.65   8.30 8.36      87   31.00    3933   28.11   15900    0.15    0.78
  33140  400240 20250429 131203   12.01    1.53    9.85   8.31 8.29      86   31.20    3940   28.17   15933    0.15    0.87
  33140  400240 20250429 131240   12.98    0.62    9.86   8.31 8.20      86   31.23    3942   28.18   15939    0.15    1.03
