# VERTIKAAL 17 Roompot
* 15-09-2025 12:10:45
#X: 33241 - Y: 400562
#00 DONARLOCATIE: VTS-01
#08 WAARNEMER(S): bernaards
@ par1.dat
## LUCHTDK    hPa <1006>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH  GELDHD  SALNTT     CL- CHLFRFU    TROEBHFNU  PHYCOUGL
  33241  400562 20250915 121058    1.00 50295.0   17.77   7.89 7.20      92   40.67    4267   30.75   17399    0.34      0.65     -1.01
  33241  400562 20250915 121112    2.01 50295.0   17.76   7.89 7.20      92   40.67    4267   30.75   17399    0.31      0.64     -0.99
  33241  400562 20250915 121126    3.02 50295.0   17.76   7.88 7.19      92   40.66    4267   30.75   17399    0.32      0.53     -0.98
  33241  400562 20250915 121140    4.00 50295.0   17.75   7.88 7.18      91   40.65    4267   30.75   17397    0.32      0.70     -0.91
  33241  400562 20250915 121154    5.02 50295.0   17.75   7.88 7.17      91   40.65    4267   30.75   17398    0.39      0.56     -0.96
  33241  400562 20250915 121208    5.93 50295.0   17.75   7.88 7.17      91   40.64    4267   30.75   17396    0.33      0.63     -1.02
  33241  400562 20250915 121223    7.06 50295.0   17.74   7.88 7.16      91   40.65    4267   30.75   17398    0.29      0.56     -0.90
  33241  400562 20250915 121237    8.01 50295.0   17.76   7.88 7.17      91   40.66    4268   30.75   17400    0.31      0.69     -1.00
  33241  400562 20250915 121305    8.96 50295.0   17.74   7.88 7.17      91   40.64    4267   30.75   17398    0.25      0.71     -1.06
  33241  400562 20250915 121319    9.89 50295.0   17.72   7.88 7.15      91   40.62    4267   30.75   17397    0.26      0.57     -1.06
  33241  400562 20250915 121334   11.08 50295.0   17.72   7.88 7.13      91   40.62    4267   30.75   17397    0.25      0.61     -0.84
