# VERTIKAAL 15 Roompot
* 15-09-2025 11:46:16
#X: 33946 - Y: 398876
#00 DONARLOCATIE: VTS-03
#08 WAARNEMER(S): bernaards
@ par1.dat
## LUCHTDK    hPa <1006>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH  GELDHD  SALNTT     CL- CHLFRFU    TROEBHFNU  PHYCOUGL
  33946  398876 20250915 114626    1.04 50295.0   17.81   7.88 7.10      91   40.71    4268   30.76   17402    0.19      0.57     -1.04
  33946  398876 20250915 114642    1.88 50295.0   17.80   7.88 7.09      90   40.70    4268   30.75   17400    0.20      0.56     -1.19
  33946  398876 20250915 114658    3.00 50295.0   17.81   7.88 7.09      90   40.71    4268   30.76   17401    0.29      0.60     -1.11
  33946  398876 20250915 114715    4.05 50295.0   17.81   7.88 7.08      90   40.71    4268   30.76   17401    0.37      0.57     -1.07
  33946  398876 20250915 114727    4.99 50295.0   17.81   7.88 7.08      90   40.71    4268   30.76   17401    0.25      0.62     -1.13
  33946  398876 20250915 114741    6.03 50295.0   17.81   7.87 7.04      90   40.71    4268   30.76   17402    0.27      0.60     -1.13
  33946  398876 20250915 114754    7.00 50295.0   17.80   7.87 7.04      90   40.71    4268   30.76   17402    0.29      0.52     -1.09
  33946  398876 20250915 114808    8.11 50295.0   17.81   7.88 7.05      90   40.71    4268   30.76   17403    0.25      0.67     -1.13
  33946  398876 20250915 114821    8.94 50295.0   17.81   7.88 7.05      90   40.71    4268   30.76   17403    0.22      0.59     -1.00
  33946  398876 20250915 114844   10.03 50295.0   17.81   7.88 7.07      90   40.71    4268   30.76   17403    0.27      0.64     -1.00
  33946  398876 20250915 114858   11.05 50295.0   17.81   7.88 7.07      90   40.71    4268   30.76   17402    0.26      0.65     -1.12
  33946  398876 20250915 114912   12.08 50295.0   17.81   7.88 7.07      90   40.71    4268   30.76   17403    0.28      0.62     -1.05
  33946  398876 20250915 114926   13.00 50295.0   17.81   7.88 7.06      90   40.71    4268   30.76   17402    0.27      0.59     -1.11
  33946  398876 20250915 114940   14.01 50295.0   17.81   7.88 7.05      90   40.72    4269   30.76   17404    0.22      0.58     -0.98
  33946  398876 20250915 114953   14.99 50295.0   17.81   7.88 7.06      90   40.71    4268   30.76   17402    0.29      0.62     -1.08
  33946  398876 20250915 115008   16.03 50295.0   17.81   7.88 7.05      90   40.71    4268   30.76   17403    0.32      0.52     -1.06
  33946  398876 20250915 115024   16.97 50295.0   17.80   7.87 7.04      90   40.71    4268   30.76   17403    0.26      0.68     -1.02
  33946  398876 20250915 115044   17.95 50295.0   17.79   7.87 6.98      89   40.70    4268   30.76   17402    0.27      0.69     -0.98
  33946  398876 20250915 115106   19.12 50295.0   17.79   7.86 6.90      88   40.70    4268   30.76   17403    0.26      0.83     -1.01
  33946  398876 20250915 115121   20.11 50295.0   17.79   7.86 6.88      88   40.69    4268   30.76   17403    0.18      0.74     -1.00
  33946  398876 20250915 115143   21.02 50295.0   17.79   7.86 6.88      88   40.69    4268   30.76   17403    0.28      0.88     -1.09
  33946  398876 20250915 115200   22.06 50295.0   17.78   7.86 6.85      87   40.69    4269   30.76   17404    0.26      0.91     -0.97
