# VERTIKAAL 1 M.C.ECOS 8 VERTIKAAL
* 06-03-2025 08:44:54
#X: 75750 - Y: 406440
#06 PROJECTCODE: ATS ZTS
#00 DONARLOCATIE: STEENBGN
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
#21 MEETGEBIED: VOLKERAK/ZOOMMEER
#22 STARTPUNT: krammer
#23 EINDPUNT: kreekrak
#51 OPDRACHTGEVER: ZLXXAXAMDBG
#52 BEHEERDER: ZLXXAXAMDBG
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1024>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN PHYCOUG
  75750  406440 20250306 84504    1.13    7.83    5.88   8.31 12.3      98    0.90     126    0.71     286    0.96    2.27   12.20
  75750  406440 20250306 84518    2.00    6.98    5.88   8.30 12.3      98    0.90     126    0.71     286    0.91    2.26   12.20
  75750  406440 20250306 84536    2.99    5.88    5.88   8.31 12.3      98    0.90     126    0.71     286    0.91    2.31   12.19
  75750  406440 20250306 84611    4.10    4.64    5.91   8.31 12.3      98    0.91     127    0.72     290    0.92    2.16   12.19
  75750  406440 20250306 84625    5.08    3.60    5.91   8.31 12.3      98    0.92     128    0.72     293    0.98    2.21   12.19
  75750  406440 20250306 84639    5.96    2.66    5.92   8.31 12.3      98    0.92     129    0.73     297    0.94    2.19   12.18
  75750  406440 20250306 84653    6.97    1.53    5.94   8.32 12.3      98    0.93     130    0.74     301    0.97    2.17   12.19
  75750  406440 20250306 84706    8.10    0.00    5.95   8.32 12.3      98    0.95     133    0.75     311    0.84    2.17   12.21
