# VERTIKAAL 1 Milieucontainer
* 08-01-2026 09:46:38
#X: 77065 - Y: 406182
#06 PROJECTCODE: ZTS/ATS-vertikalen
#00 DONARLOCATIE: ZTS-09
#08 WAARNEMER(S): bernaards
#21 MEETGEBIED: Zeeland
#22 STARTPUNT: ats1
#23 EINDPUNT: ats46
#51 OPDRACHTGEVER: WVL
#52 BEHEERDER: Mobiel Meten
@ par1.dat

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   GELBH  GELDHD  SALNTT     CL- CHLFRFU  TROEBHFNU  PHYCOUGL
  77065  406182 20260108 94639    0.91   13.96    2.13   8.52    0.76     118    0.67     263    0.55       0.76      0.50
  77065  406182 20260108 94644    1.93   12.91    2.14   8.52    0.76     118    0.67     263    0.49       0.77      0.60
  77065  406182 20260108 94646    2.92   12.06    2.15   8.52    0.76     118    0.67     264    0.46       0.79      0.43
  77065  406182 20260108 94649    3.92   11.20    2.16   8.52    0.76     118    0.67     265    0.51       0.75      0.42
  77065  406182 20260108 94654    5.02   10.49    2.17   8.52    0.77     119    0.68     268    0.57       0.76      0.61
  77065  406182 20260108 94658    5.98    9.26    2.16   8.52    0.77     119    0.67     267    0.61       0.72      0.68
  77065  406182 20260108 94704    6.91    8.73    2.22   8.51    0.79     122    0.69     276    0.51       0.76      0.52
  77065  406182 20260108 94709    8.08    6.79    2.23   8.51    0.79     123    0.70     279    0.41       0.88      0.81
  77065  406182 20260108 94712    8.91    5.64    2.24   8.51    0.81     124    0.71     286    0.41       0.71      0.83
  77065  406182 20260108 94718    9.93    4.58    2.27   8.50    0.81     126    0.71     287    0.34       0.71      0.44
  77065  406182 20260108 94726   10.94    3.40    2.40   8.47    0.89     138    0.78     326    0.29       0.73      0.58
  77065  406182 20260108 94729   12.01    2.48    2.48   8.47    0.93     142    0.81     343    0.27       0.85      0.60
  77065  406182 20260108 94732   12.95    1.54    2.55   8.46    0.98     150    0.86     369    0.40       0.72      0.60
  77065  406182 20260108 94738   13.91    0.60    2.84   8.42    1.15     175    1.01     456    0.16       0.92      0.51
