# VERTIKAAL 13 M.C.ECOS 6 VERTIKAAL
* 16-09-2024 13:49:59
#X: 72700 - Y: 391000
#00 DONARLOCATIE: ZTS-32
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par12.dat
## TLU        oC <-->
## LUCHTDK    hPa <1026>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <6>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   GELBH   GEL20  SALNTT     CL- CHFLYSI  TURBID
  72700  391000 20240916 135004    1.12   17.73   18.13   8.87    1.59     166    0.93     423    1.04    6.58
  72700  391000 20240916 135012    1.90   16.45   18.12   8.87    1.59     166    0.93     423    1.16    6.06
  72700  391000 20240916 135014    2.89   16.10   18.12   8.87    1.59     166    0.93     423    1.14    6.65
  72700  391000 20240916 135016    3.89   12.51   18.09   8.86    1.59     166    0.93     423    1.19    6.60
  72700  391000 20240916 135019    4.91   13.91   18.09   8.86    1.59     166    0.93     423    1.12    6.29
  72700  391000 20240916 135021    5.91   12.68   18.04   8.85    1.59     166    0.93     423    1.10    5.80
  72700  391000 20240916 135023    6.93   11.96   17.98   8.85    1.59     166    0.93     423    1.05    6.23
  72700  391000 20240916 135026    8.04   10.76   17.87   8.82    1.58     166    0.93     423    1.01    6.11
  72700  391000 20240916 135028    8.91    9.61   17.86   8.81    1.60     168    0.95     430    1.04    5.56
  72700  391000 20240916 135030    9.90    8.81   17.84   8.80    1.63     170    0.96     439    1.04    5.46
  72700  391000 20240916 135032   10.90    7.65   17.85   8.79    1.65     173    0.98     447    0.95    4.60
  72700  391000 20240916 135035   11.94    6.65   17.89   8.75    1.86     195    1.11     525    0.96    4.40
  72700  391000 20240916 135037   12.95    5.61   18.02   8.70    2.38     249    1.43     714    0.96    3.87
  72700  391000 20240916 135040   13.95    4.39   17.65   8.24    3.22     339    1.99    1011    1.23    3.14
  72700  391000 20240916 135042   14.92    3.60   16.79   8.03    3.41     366    2.16    1106    1.33    1.97
  72700  391000 20240916 135047   15.95    2.55   16.31   7.77    3.58     388    2.30    1184    1.35    1.43
  72700  391000 20240916 135057   16.91    1.73   16.01   7.60    3.61     394    2.33    1203    1.38    1.32
  72700  391000 20240916 135103   17.93    0.79   15.67   7.51    3.60     395    2.34    1210    1.48    1.15
