# VERTIKAAL 8 M.C.ECOS 6 VERTIKAAL
* 16-09-2024 10:35:55
#X: 83688 - Y: 408515
#00 DONARLOCATIE: ZTS-04
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par7.dat
## TLU        oC <-->
## LUCHTDK    hPa <1026>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <7>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   GELBH   GEL20  SALNTT     CL- CHFLYSI  TURBID
  83688  408515 20240916 103604    1.11   11.69   17.89   8.39    0.95      99    0.55     202    0.89    6.44
  83688  408515 20240916 103613    1.93   10.63   17.89   8.40    0.94      99    0.54     201    0.86    7.25
  83688  408515 20240916 103615    3.01    9.65   17.89   8.40    0.94      98    0.54     200    0.83    6.66
  83688  408515 20240916 103618    4.10    8.81   17.89   8.40    0.94      98    0.54     200    0.94    7.16
  83688  408515 20240916 103620    4.93    7.85   17.89   8.40    0.94      99    0.54     201    0.93    6.73
  83688  408515 20240916 103622    5.91    6.64   17.89   8.40    0.94      99    0.54     201    0.94    6.76
  83688  408515 20240916 103624    6.98    5.50   17.89   8.40    0.94      99    0.54     201    0.85    7.42
  83688  408515 20240916 103627    7.98    4.41   17.88   8.40    0.94      99    0.54     201    0.86    7.40
  83688  408515 20240916 103629    8.94    3.45   17.88   8.40    0.94      99    0.54     201    0.91    6.96
  83688  408515 20240916 103631    9.90    2.26   17.88   8.39    0.95     100    0.55     204    0.95    7.81
  83688  408515 20240916 103634   10.94    1.06   17.86   8.38    0.96     101    0.56     208    0.86    7.49
