# VERTIKAAL 11 Delta
* 21-07-2025 12:28:09
#X: 33191 - Y: 400543
#00 DONARLOCATIE: VTS-01
#08 WAARNEMER(S): beukers
@ par2.dat

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH  GELDHD  SALNTT     CL- CHLFRFU    TROEBHFNU  PHYCOUGL
  33191  400543 20250721 122827    1.01    7.92   22.07   7.94 7.11      98   43.40    4157   29.85   16861    1.65      1.23     -0.97
  33191  400543 20250721 122842    2.05    7.92   22.05   7.93 7.05      97   43.38    4157   29.85   16861    1.41      1.22     -1.09
  33191  400543 20250721 122857    3.07    7.92   22.03   7.93 7.05      97   43.38    4158   29.86   16867    1.30      1.09     -0.91
  33191  400543 20250721 122925    4.12    7.92   21.94   7.91 6.73      93   43.30    4158   29.86   16868    0.92      1.08     -1.04
  33191  400543 20250721 122951    5.30    7.92   21.90   7.90 6.60      91   43.26    4157   29.86   16863    0.96      1.10     -1.00
  33191  400543 20250721 123006    6.43    7.92   21.88   7.90 6.57      90   43.24    4158   29.86   16866    0.89      1.16     -1.12
  33191  400543 20250721 123105    7.17    7.92   21.88   7.90 6.55      90   43.23    4156   29.85   16860    1.14      1.17     -1.06
  33191  400543 20250721 123133    8.23    7.92   21.91   7.91 6.67      92   43.27    4157   29.86   16865    1.13      1.08     -1.15
  33191  400543 20250721 123211    8.94    7.92   21.64   7.86 6.18      85   43.02    4157   29.85   16863    0.69      1.04     -1.19
  33191  400543 20250721 123226   10.08    7.92   21.62   7.86 6.08      83   42.98    4155   29.84   16856    0.57      1.04     -1.17
  33191  400543 20250721 123257   11.15    7.92   21.56   7.85 5.96      81   42.94    4156   29.85   16861    0.52      1.15     -1.11
  33191  400543 20250721 123327   12.25    7.92   21.44   7.83 5.73      78   42.83    4155   29.84   16857    0.55      1.11     -1.16
  33191  400543 20250721 123358   13.13    7.92   21.55   7.84 5.55      76   42.87    4150   29.80   16834    0.61      1.13     -1.24
  33191  400543 20250721 123445   14.11    7.92   21.14   7.78 5.16      70   42.53    4152   29.82   16846    0.27      1.12     -1.22
  33191  400543 20250721 123505   15.36    7.92   21.23   7.80 5.41      73   42.64    4155   29.85   16860    0.22      1.15     -1.08
  33191  400543 20250721 123535   16.55    7.92   21.07   7.77 5.05      68   42.46    4151   29.81   16841    0.28      1.17     -1.20
