# VERTIKAAL 3 Delta
* 21-07-2025 08:59:04
#X: 46246 - Y: 396907
#00 DONARLOCATIE: VTS-15
#08 WAARNEMER(S): beukers
@ par1.dat
## LUCHTDK    hPa <1001
>

~     X       Y    DATUM   TIJD SENSHTE       T     pH   O2     %O2   GELBH  SALNTT  PHYCOUGL
  46246  396907 20250721 85921    0.85   22.43   7.97 6.75      93   44.79   30.67     -0.92
  46246  396907 20250721 90000    1.98   22.42   7.97 6.76      93   44.78   30.66     -0.91
  46246  396907 20250721 90027    3.05   22.42   7.96 6.64      91   44.79   30.67     -0.95
  46246  396907 20250721 90103    4.02   22.57   7.94 6.01      83   45.36   31.01     -1.09
  46246  396907 20250721 90158    5.00   22.16   7.87 4.98      68   45.48   31.39     -1.11
