# VERTIKAAL 1 Delta
* 21-07-2025 08:26:12
#X: 49185 - Y: 395831
#06 PROJECTCODE: VTS
#00 DONARLOCATIE: VTS-17
#08 WAARNEMER(S): beukers
#21 MEETGEBIED: VEERSE MEER
#22 STARTPUNT: vm17
#23 EINDPUNT: vmn1
#51 OPDRACHTGEVER: ZLXXAXAMDBG
#52 BEHEERDER: ZLXXRWMVSGN
@ par1.dat
## LUCHTDK    hPa <1014>

~     X       Y    DATUM   TIJD SENSHTE       T     pH   O2     %O2   GELBH  SALNTT  PHYCOUGL
  49185  395831 20250721 82634    1.01   22.09   8.03 7.21      99   45.25   31.26     -0.99
  49185  395831 20250721 82652    1.98   22.08   8.03 7.21      99   45.25   31.27     -1.04
  49185  395831 20250721 82708    2.79   22.09   8.03 7.17      98   45.26   31.28     -0.93
  49185  395831 20250721 82735    4.30   22.12   8.01 7.03      97   45.35   31.32     -1.01
  49185  395831 20250721 82756    5.00   22.15   7.99 6.87      95   45.51   31.42     -1.10
  49185  395831 20250721 82812    5.79   22.13   8.00 6.88      95   45.52   31.44     -1.02
  49185  395831 20250721 82830    7.09   22.08   8.00 6.92      95   45.49   31.46     -1.10
  49185  395831 20250721 82903    8.26   21.98   7.98 6.68      92   45.44   31.49     -1.14
  49185  395831 20250721 82918    9.24   21.89   7.98 6.67      91   45.36   31.49     -1.08
