# VERTIKAAL 2 Milieucontainer
* 15-10-2025 11:43:26
#X: 83715 - Y: 408546
#00 DONARLOCATIE: ZTS-04
#08 WAARNEMER(S): bernaards
@ par2.dat
## LUCHTDK    hPa <1028>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   GELBH  GELDHD  SALNTT     CL- CHLFRFU  TROEBHFNU  PHYCOUGL
  83715  408546 20251015 114327    1.06      --   14.61   8.08    0.77      87    0.48     166    0.49       1.93     -0.49
  83715  408546 20251015 114337    1.99      --   14.61   8.08    0.76      86    0.47     163    0.50       1.89     -0.40
  83715  408546 20251015 114340    3.00      --   14.61   8.08    0.77      86    0.47     164    0.50       1.77     -0.51
  83715  408546 20251015 114343    4.02      --   14.61   8.09    0.76      86    0.47     164    0.46       1.89     -0.43
  83715  408546 20251015 114347    5.03      --   14.59   8.08    0.77      87    0.48     167    0.46       1.85     -0.49
  83715  408546 20251015 114351    5.97      --   14.57   8.08    0.80      90    0.50     176    0.47       1.92     -0.54
  83715  408546 20251015 114356    7.10      --   14.56   8.08    0.82      93    0.51     183    0.45       2.04     -0.48
  83715  408546 20251015 114400    7.99      --   14.57   8.08    0.83      94    0.52     186    0.36       2.44     -0.52
  83715  408546 20251015 114404    8.90      --   14.57   8.08    0.83      94    0.52     187    0.42       2.49     -0.47
  83715  408546 20251015 114409   10.03      --   14.57   8.07    0.83      94    0.52     187    0.33       2.57     -0.69
  83715  408546 20251015 114422   10.90      --   14.57   8.07    0.84      95    0.52     189    0.42       3.29     -0.53
