# VERTIKAAL 10 Milieucontainer
* 16-10-2025 13:52:24
#X: 72694 - Y: 408555
#00 DONARLOCATIE: ZTS-12
#08 WAARNEMER(S): bernaards
@ par6.dat
## LUCHTDK    hPa <1026>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   GELBH  GELDHD  SALNTT     CL- CHLFRFU  TROEBHFNU  PHYCOUGL
  72692  408558 20251016 135414    1.01      --   14.54   8.31    1.32     149    0.84     365    0.67       1.38     -0.28
  72692  408558 20251016 135454    2.00      --   14.53   8.31    1.32     149    0.84     366    0.74       1.47     -0.37
  72692  408558 20251016 135536    3.07      --   14.43   8.34    1.32     150    0.84     368    0.61       1.52     -0.38
  72692  408558 20251016 135546    3.98      --   14.40   8.34    1.33     150    0.84     369    0.53       1.40     -0.33
  72692  408558 20251016 135551    5.08      --   14.37   8.35    1.34     151    0.85     373    0.51       1.12     -0.47
  72692  408558 20251016 135556    5.98      --   14.37   8.36    1.34     152    0.86     376    0.52       1.40     -0.29
  72692  408558 20251016 135628    7.06      --   14.38   8.35    1.36     154    0.87     383    0.42       1.19     -0.53
  72692  408558 20251016 135631    8.08      --   14.43   8.33    1.51     171    0.97     442    0.25       1.19     -0.57
  72692  408558 20251016 135643    9.06      --   14.50   8.21    2.12     239    1.38     679    0.25       1.20     -0.41
  72692  408558 20251016 135651   10.08      --   14.51   8.22    2.10     237    1.37     674    0.21       1.20     -0.50
  72692  408558 20251016 135703   11.06      --   14.51   8.20    2.26     255    1.47     735    0.19       1.31     -0.57
