# VERTIKAAL 1 Milieucontainer
* 05-02-2026 08:31:25
#X: 77150 - Y: 406216
#06 PROJECTCODE: ZTS/ATS vertikalen
#00 DONARLOCATIE: ZTS-09
#08 WAARNEMER(S): bernaards
#21 MEETGEBIED: Zeeland
#22 STARTPUNT: zts9
#23 EINDPUNT: zts46
#51 OPDRACHTGEVER: WVL
#52 BEHEERDER: Mobiel Meten
@ par1.dat

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   GELBH  GELDHD  SALNTT     CL- CHLFRFU  TROEBHFNU  PHYCOUGL
  77150  406216 20260205 83219    1.02   14.85    3.50   8.27    0.98     146    0.83     357    1.00       1.16      0.53
  77150  406216 20260205 83221    2.11   12.89    3.50   8.27    0.98     146    0.83     357    1.14       1.23      0.45
  77150  406216 20260205 83223    3.12   11.51    3.51   8.27    0.98     146    0.83     356    1.12       1.13      0.41
  77150  406216 20260205 83224    3.93   10.83    3.51   8.27    0.98     146    0.83     357    1.24       1.17      0.41
  77150  406216 20260205 83227    5.02    9.70    3.52   8.27    0.98     146    0.84     357    1.18       1.17      0.53
  77150  406216 20260205 83229    6.00    8.24    3.52   8.27    0.98     146    0.84     357    1.12       1.21      0.53
  77150  406216 20260205 83232    7.12    7.05    3.52   8.27    0.98     146    0.84     357    1.12       1.25      0.49
  77150  406216 20260205 83234    7.90    6.10    3.52   8.27    0.98     147    0.84     358    1.03       1.15      0.39
  77150  406216 20260205 83237    8.91    5.12    3.52   8.26    0.98     146    0.84     357    1.01       1.20      0.33
  77150  406216 20260205 83241   10.06    3.77    3.53   8.25    0.99     147    0.84     360    1.16       1.21      0.47
  77150  406216 20260205 83244   11.14    2.53    3.53   8.25    0.99     148    0.84     361    1.17       1.24      0.40
  77150  406216 20260205 83246   12.13    1.50    3.53   8.25    1.00     148    0.85     364    1.18       1.29      0.42
  77150  406216 20260205 83248   12.95    0.68    3.53   8.25    1.00     149    0.85     365    1.18       1.40      0.46
