# VERTIKAAL 2 M.C.ECOS 8 VERTIKAAL
* 03-02-2025 12:24:37
#X: 33140 - Y: 400240
#00 DONARLOCATIE: VTS-02
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1028>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <1>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  33140  400240 20250203 122445    1.12   12.90    4.12   8.17 11.0      97   22.60    3315   23.33   13155    0.37    1.27
  33140  400240 20250203 122515    2.07   11.90    4.10   8.17 11.0      97   22.59    3317   23.34   13161    0.36    1.30
  33140  400240 20250203 122600    2.99   11.28    4.54   8.15 10.9      97   23.02    3339   23.51   13257    0.58    1.25
  33140  400240 20250203 122634    4.03   10.34    4.87   8.14 10.8      97   23.28    3345   23.56   13284    0.44    1.17
  33140  400240 20250203 122659    5.01    9.44    5.41   8.13 10.6      97   24.01    3401   23.98   13526    0.38    1.21
  33140  400240 20250203 122800    6.00    8.59    5.73   8.07 9.91      92   24.78    3480   24.59   13877    0.35    1.16
  33140  400240 20250203 122845    7.01    7.70    5.75   8.05 9.65      90   25.32    3554   25.17   14210    0.28    1.12
  33140  400240 20250203 122933    8.02    4.25    5.76   8.03 9.47      88   25.63    3597   25.50   14402    0.26    1.23
  33140  400240 20250203 123006    9.03    5.09    5.87   8.01 9.15      86   25.85    3616   25.65   14486    0.19    1.20
  33140  400240 20250203 123050   10.05    3.66    5.93   7.99 8.91      84   26.00    3631   25.76   14551    0.22    1.24
  33140  400240 20250203 123139   11.06    2.76    6.09   7.96 8.45      80   26.32    3661   26.00   14686    0.20    1.26
  33140  400240 20250203 123221   12.02    1.74    6.14   7.94 8.24      78   26.47    3677   26.12   14758    0.25    1.15
  33140  400240 20250203 123307   12.97    0.94    6.18   7.92 7.98      76   26.75    3711   26.39   14913    0.18    1.36
