# VERTIKAAL 8 M.C.ECOS 8 VERTIKAAL
* 23-05-2024 10:33:40
#X: 40142 - Y: 395978
#00 DONARLOCATIE: VTS-10
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1014>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <2>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  40142  395978 20240523 103348    1.05    1.05   17.57   8.27 7.38      89   31.83    3354   23.55   13252    1.00    0.69
  40143  395982 20240523 103429    1.93    1.92   17.57   8.26 7.36      89   31.83    3354   23.54   13249    1.07    0.72
  40146  395978 20240523 103454    3.08    3.07   17.57   8.26 7.30      88   31.81    3353   23.54   13245    1.08    0.67
  40149  395978 20240523 103511    3.98    3.99   17.57   8.26 7.31      88   31.82    3354   23.54   13248    1.14    0.66
  40167  395985 20240523 103559    4.97    4.97   17.54   8.20 5.76      70   33.95    3581   25.31   14262    0.88    0.65
  40133  395974 20240523 103701    5.99    6.02   16.95   8.13 4.78      58   35.88    3833   27.30   15407    0.31    0.66
  40122  395973 20240523 103834    7.09    7.09   16.22   8.09 3.81      46   35.74    3881   27.67   15627    0.30    0.32
  40127  395975 20240523 103916    8.04    8.04   15.84   8.08 3.59      43   35.54    3892   27.77   15682    0.17    0.49
  40126  395982 20240523 103934    9.05    9.05   15.54   8.09 3.62      43   35.38    3902   27.85   15728    0.28    0.47
  40120  395988 20240523 103954   10.00   10.00   15.26   8.09 3.61      43   35.17    3903   27.85   15734    0.25    0.51
  40116  395991 20240523 104012   11.13   11.12   15.03   8.10 3.61      42   34.98    3903   27.85   15734    0.15    0.45
  40114  395994 20240523 104031   12.03   12.03   14.95   8.10 3.64      43   34.92    3902   27.85   15733    0.16    0.57
  40113  395999 20240523 104059   12.97   12.97   14.90   8.10 3.66      43   34.88    3903   27.85   15734    0.17    0.50
  40123  395991 20240523 104129   14.10   14.08   14.81   8.10 3.65      43   34.79    3901   27.84   15729    0.13    0.50
  40127  395993 20240523 104200   15.05   15.07   14.73   8.10 3.66      43   34.72    3900   27.84   15725    0.15    0.52
  40143  396004 20240523 104230   15.95   15.94   14.63   8.10 3.67      43   34.62    3899   27.82   15718    0.19    0.56
  40158  396014 20240523 104307   16.03   16.53   14.57   8.11 3.66      43   34.57    3898   27.82   15714    0.16    0.53
  40158  396007 20240523 104349   16.95   16.94   14.52   8.11 3.66      43   34.52    3898   27.82   15715    0.15    0.53
  40160  396005 20240523 104423   17.98   18.01   14.51   8.11 3.67      43   34.51    3897   27.81   15712    0.17    0.63
  40162  395998 20240523 104445   18.97   18.85   14.50   8.11 3.67      43   34.51    3897   27.81   15711    0.19    0.64
  40143  395992 20240523 104630   20.12   20.12   14.48   8.11 3.65      42   34.49    3897   27.81   15712    0.14    0.60
  40143  395987 20240523 104650   21.09   21.11   14.44   8.11 3.64      42   34.47    3898   27.82   15714    0.14    0.61
  40138  395994 20240523 104711   22.03   22.06   14.44   8.11 3.59      42   34.45    3896   27.80   15708    0.15    0.83
