# VERTIKAAL 4 M.C.ECOS 8 VERTIKAAL
* 23-05-2024 09:25:31
#X: 45396 - Y: 396463
#00 DONARLOCATIE: VTS-14
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1014>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <7>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  45396  396463 20240523 92540    1.07    1.09   17.85   8.30 7.95      96   31.74    3324   23.31   13115    1.22    0.92
  45377  396448 20240523 92611    1.94    1.95   17.84   8.29 7.79      94   31.73    3324   23.31   13116    1.33    0.83
  45377  396443 20240523 92728    2.97    2.98   17.72   8.27 7.44      90   32.86    3452   24.31   13685    1.24    1.05
  45364  396433 20240523 92817    3.98    3.97   17.61   8.25 7.25      89   34.40    3622   25.63   14448    1.18    1.08
  45361  396429 20240523 92904    4.99    5.01   17.26   8.21 6.68      82   35.82    3801   27.04   15258    0.73    1.06
  45355  396434 20240523 92949    5.95    5.94   17.15   8.19 6.25      77   36.12    3842   27.37   15446    0.83    1.29
  45351  396435 20240523 93015    7.03    7.02   17.12   8.19 6.27      77   36.17    3850   27.43   15481    0.80    1.16
  45342  396438 20240523 93047    8.10    8.11   17.09   8.18 6.05      74   36.19    3855   27.47   15504    0.69    1.10
  45340  396442 20240523 93124    8.95    8.97   17.07   8.18 5.93      73   36.20    3857   27.48   15514    0.62    1.14
  45337  396443 20240523 93236   10.05   10.07   16.61   8.07 3.99      48   36.15    3892   27.76   15675    0.43    1.15
