# VERTIKAAL 6 M.C.ECOS 8 VERTIKAAL
* 02-05-2024 08:28:26
#X: 77061 - Y: 406131
#00 DONARLOCATIE: ZTS-09
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par3.dat
## TLU        oC <-->
## LUCHTDK    hPa <999>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <1>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN PHUCOUG
  77061  406131 20240502 82832    1.02    1.16   13.99   8.31    0.89     102    0.56     210    1.15    0.98   -0.48
  77062  406132 20240502 82834    1.90    2.03   13.80   8.29    0.91     104    0.58     218    1.05    1.10   -0.56
  77063  406132 20240502 82837    2.88    3.04   13.77   8.26    0.92     106    0.59     223    1.01    1.07   -0.51
  77064  406132 20240502 82839    3.90    4.10   13.66   8.25    0.94     109    0.60     232    1.02    1.04   -0.57
  77064  406132 20240502 82841    5.01    5.18   13.34   8.22    0.97     112    0.62     244    1.08    0.97   -0.43
  77065  406132 20240502 82843    5.93    6.17   13.26   8.22    1.00     116    0.64     256    1.05    1.02   -0.54
  77065  406132 20240502 82845    6.94    7.15   13.20   8.23    1.00     117    0.65     260    1.00    0.90   -0.58
  77066  406132 20240502 82847    8.04    8.24   13.00   8.23    1.03     120    0.67     272    0.88    0.99   -0.48
  77066  406132 20240502 82849    8.94    9.07   12.82   8.23    1.04     122    0.68     278    0.89    0.86   -0.45
  77066  406132 20240502 82852    9.95   10.11   12.39   8.22    1.06     126    0.70     286    0.82    0.85   -0.54
  77066  406132 20240502 82854   10.88   11.01   12.03   8.20    1.11     133    0.75     312    0.78    0.92   -0.50
  77066  406132 20240502 82857   11.96   12.11   11.71   8.18    1.15     139    0.78     332    0.78    1.04   -0.58
  77067  406132 20240502 82902   12.93   13.03   11.43   8.15    1.16     141    0.79     337    0.83    1.29   -0.51
