# VERTIKAAL 7 M.C.ECOS 8 VERTIKAAL
* 03-05-2024 08:30:17
#X: 79362 - Y: 372271
#00 DONARLOCATIE: ZTS-46
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1007>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN PHUCOUG
  79362  372271 20240503 83017    0.99    0.99   14.06   7.95    3.75     428    2.56    1326    0.73    4.10   -0.44
  79364  372258 20240503 83025    1.92    2.02   14.06   7.95    3.75     428    2.55    1325    0.76    4.20   -0.51
  79367  372251 20240503 83029    2.92    3.03   14.07   7.95    3.76     429    2.56    1327    0.68    4.19   -0.47
  79370  372245 20240503 83033    3.91    4.00   14.07   7.95    3.76     429    2.56    1327    0.81    4.13   -0.47
  79371  372243 20240503 83038    4.95    5.01   14.08   7.95    3.76     429    2.56    1327    0.79    4.13   -0.50
  79371  372241 20240503 83042    5.91    6.01   14.08   7.95    3.76     429    2.56    1329    0.75    4.19   -0.48
  79374  372239 20240503 83046    6.90    7.01   14.09   7.95    3.77     430    2.57    1332    0.83    4.10   -0.53
  79374  372239 20240503 83051    7.98    8.09   14.11   7.95    3.79     432    2.58    1338    0.83    4.09   -0.52
  79376  372240 20240503 83055    8.90    9.01   14.14   7.95    3.83     436    2.60    1353    0.85    3.99   -0.53
  79377  372239 20240503 83059    9.88    9.97   14.18   7.95    3.91     445    2.66    1385    0.80    4.65   -0.46
  79376  372239 20240503 83103   10.90   10.95   14.23   7.95    4.04     459    2.75    1434    0.80    5.15   -0.62
  79377  372241 20240503 83108   11.91   12.05   14.29   7.95    4.17     473    2.84    1486    0.80    5.79   -0.46
  79377  372243 20240503 83111   12.90   13.00   14.27   7.94    4.28     486    2.92    1619    0.70    7.35   -0.47
  79379  372244 20240503 83116   13.97   14.09   14.25   7.93    4.49     510    3.07    1705    0.72    8.51   -0.47
  79379  372242 20240503 83119   14.94   15.02   14.25   7.93    4.60     523    3.16    1751    0.82    8.60   -0.53
  79378  372242 20240503 83124   15.98   16.07   14.22   7.91    5.01     569    3.46    1919    0.69   11.41   -0.46
