# VERTIKAAL 19 M.C.ECOS 8 VERTIKAAL
* 02-05-2024 15:03:38
#X: 76914 - Y: 376882
#00 DONARLOCATIE: ZTS-43
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par19.dat
## TLU        oC <-->
## LUCHTDK    hPa <1000>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <4>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN PHUCOUG
  76914  376882 20240502 150346    1.06    1.07   17.77   8.26 9.84     106    3.30     346    2.03    1035    1.34    4.00   -0.41
  76904  376883 20240502 150405    1.92    1.94   17.75   8.26 9.87     106    3.29     346    2.03    1035    1.27    4.18   -0.40
  76895  376894 20240502 150440    2.98    2.98   17.72   8.25 9.86     106    3.27     344    2.02    1028    1.41    4.21   -0.43
  76890  376894 20240502 150458    3.97    3.97   17.70   8.25 9.86     106    3.27     344    2.02    1028    1.30    4.23   -0.40
  76884  376899 20240502 150516    5.00    5.00   17.73   8.26 9.88     107    3.27     343    2.02    1027    1.41    3.88   -0.36
