# VERTIKAAL 7 M.C.ECOS 6 VERTIKAAL
* 15-11-2024 11:11:52
#X: 62300 - Y: 412250
#00 DONARLOCATIE: GTS-15
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par7.dat
## TLU        oC <-->
## LUCHTDK    hPa <1029>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   GELBH   GEL20  SALNTT     CL- CHFLYSI  TURBID PHYCOUG
  62300  412250 20241115 111152    0.94    9.40   10.46   8.07    1.13     140    0.79     335    0.83    0.60    0.44
  62300  412250 20241115 111159    1.91    7.91   10.46   8.06    1.13     140    0.79     335    0.77    0.61    0.15
  62300  412250 20241115 111201    2.89    6.75   10.46   8.06    1.13     140    0.79     336    0.61    0.62    0.21
  62300  412250 20241115 111204    3.94    5.54   10.49   8.06    1.14     142    0.80     341    0.62    0.63    0.31
  62300  412250 20241115 111206    4.94    4.09   10.49   8.06    1.15     143    0.81     345    0.47    0.70    0.16
  62300  412250 20241115 111208    5.93    2.86   10.48   8.06    1.15     143    0.81     345    0.57    0.68    0.36
  62300  412250 20241115 111211    6.88    1.81   10.58   8.06    1.28     159    0.90     399    0.52    0.74    0.25
  62300  412250 20241115 111213    7.93    0.75   10.84   8.02    1.36     168    0.95     430    0.52    0.71    0.16
