# VERTIKAAL 3 M.C.ECOS 6 VERTIKAAL
* 15-11-2024 10:33:34
#X: 73130 - Y: 407830
#00 DONARLOCATIE: ZTS-11
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par3.dat
## TLU        oC <-->
## LUCHTDK    hPa <1029>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   GELBH   GEL20  SALNTT     CL- CHFLYSI  TURBID PHYCOUG
  73130  407830 20241115 103339    1.05    7.83   10.54   8.10    1.07     133    0.75     312    0.62    0.77    0.18
  73130  407830 20241115 103345    1.91    6.75   10.54   8.10    1.07     133    0.75     312    0.59    0.76    0.17
  73130  407830 20241115 103347    2.98    5.48   10.54   8.10    1.07     133    0.75     312    0.63    0.68    0.17
  73130  407830 20241115 103350    3.90    4.33   10.54   8.10    1.07     133    0.75     312    0.61    0.69    0.19
  73130  407830 20241115 103352    4.89    3.29   10.54   8.10    1.08     133    0.75     312    0.81    0.70    0.27
  73130  407830 20241115 103354    5.88    2.30   10.54   8.10    1.08     133    0.75     312    0.64    0.70    0.21
  73130  407830 20241115 103357    6.93    1.33   10.53   8.10    1.08     134    0.75     313    0.60    0.75    0.16
  73130  407830 20241115 103359    7.91    0.00   10.57   8.10    1.13     140    0.79     335    0.61    0.73    0.13
