# VERTIKAAL 12 M.C.ECOS 8 VERTIKAAL
* 03-03-2025 17:02:16
#X: 42820 - Y: 397321
#00 DONARLOCATIE: VTS-12
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1029>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  42820  397321 20250303 170245    1.06   13.73    6.87   8.40 12.6     120   25.13    3423   24.15   13620    0.45    1.07
  42820  397321 20250303 170354    2.08   14.21    6.34   8.37 12.2     115   24.85    3434   24.23   13669    0.39    1.03
  42820  397321 20250303 170551    3.08   12.88    6.43   8.28 11.3     108   26.61    3667   26.05   14713    0.32    1.05
  42820  397321 20250303 170606    4.07   11.85    6.19   8.25 11.2     107   27.77    3853   27.50   15553    0.46    1.14
  42820  397321 20250303 170619    5.09   10.79    6.11   8.24 11.2     107   28.03    3897   27.85   15756    0.45    1.21
  42820  397321 20250303 170633    6.04    9.83    6.05   8.23 11.1     107   28.17    3922   28.05   15867    0.43    1.32
  42820  397321 20250303 170646    7.06    8.75    6.01   8.23 11.1     107   28.22    3933   28.13   15918    0.44    1.26
  42820  397321 20250303 170659    8.02    7.79    5.99   8.23 11.1     107   28.27    3943   28.21   15963    0.38    1.28
  42820  397321 20250303 170713    9.02    6.78    5.97   8.23 11.1     106   28.30    3948   28.25   15987    0.34    1.27
  42820  397321 20250303 170727   10.03    5.78    5.96   8.22 11.1     106   28.33    3954   28.30   16013    0.48    1.32
  42820  397321 20250303 170742   11.01    4.69    5.95   8.22 11.1     106   28.33    3955   28.31   16021    0.41    1.33
  42820  397321 20250303 170807   12.03    3.70    5.93   8.22 11.0     106   28.35    3960   28.35   16042    0.33    1.32
  42820  397321 20250303 170820   13.02    2.60    5.91   8.22 11.0     106   28.37    3965   28.39   16066    0.41    1.34
  42820  397321 20250303 170848   14.02    1.56    5.89   8.21 11.0     105   28.39    3970   28.43   16087    0.33    1.39
  42820  397321 20250303 170901   14.91    0.75    5.88   8.21 10.9     105   28.40    3971   28.44   16094    0.20    1.47
