# VERTIKAAL 2 M.C.ECOS 8 VERTIKAAL
* 03-03-2025 14:05:52
#X: 33140 - Y: 400240
#00 DONARLOCATIE: VTS-02
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1030>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  33140  400240 20250303 140605    1.10    0.00    6.70   8.31 11.4     108   25.16    3443   24.30   13709    0.27    0.84
  33140  400240 20250303 140633    2.00   12.71    6.36   8.31 11.4     108   24.98    3450   24.36   13742    0.24    0.88
  33140  400240 20250303 140654    3.01   11.60    6.45   8.30 11.5     108   25.11    3460   24.44   13787    0.30    0.86
  33140  400240 20250303 140744    4.00    5.89    6.41   8.26 11.1     105   25.33    3493   24.69   13934    0.32    0.93
  33140  400240 20250303 140932    5.07    8.88    6.17   8.06 9.58      90   26.49    3677   26.12   14757    0.35    0.99
  33140  400240 20250303 141048    5.93    8.14    5.95   8.01 8.97      84   26.67    3723   26.48   14965    0.22    1.00
  33140  400240 20250303 141142    7.09    7.00    5.67   8.05 9.30      87   26.60    3742   26.63   15053    0.18    0.91
  33140  400240 20250303 141205    7.96    6.11    5.66   8.04 9.30      87   26.60    3742   26.64   15055    0.21    0.92
  33140  400240 20250303 141225    8.97    5.04    5.54   8.06 9.35      87   26.61    3755   26.74   15115    0.17    0.95
  33140  400240 20250303 141324    9.97    4.18    5.35   8.10 9.87      92   26.64    3779   26.93   15225    0.27    0.88
  33140  400240 20250303 141403   11.03    3.55    5.29   8.11 10.0      93   26.66    3788   27.00   15263    0.20    0.94
  33140  400240 20250303 141446   12.07    2.34    5.32   8.10 9.89      92   26.69    3790   27.01   15273    0.28    0.99
  33140  400240 20250303 141500   13.08    1.08    5.32   8.10 9.87      92   26.70    3791   27.02   15279    0.13    1.00
