# VERTIKAAL 17 M.C.ECOS 8 VERTIKAAL
* 03-03-2025 18:02:41
#X: 49200 - Y: 395850
#00 DONARLOCATIE: VTS-17
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1029>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  49200  395850 20250303 180315    1.03   10.30    6.64   8.45 13.2     125   25.23    3459   24.42   13780    0.32    1.15
  49200  395850 20250303 180437    2.05    9.55    6.68   8.45 13.8     132   26.08    3572   25.30   14284    0.30    1.33
  49200  395850 20250303 180529    3.02    8.55    6.13   8.29 12.2     117   27.89    3875   27.67   15653    0.31    1.88
  49200  395850 20250303 180616    4.01    7.60    5.98   8.26 11.7     112   28.17    3929   28.10   15901    0.31    2.17
  49200  395850 20250303 180636    5.04    6.55    5.99   8.25 11.7     112   28.35    3954   28.30   16016    0.27    2.06
  49200  395850 20250303 180650    5.99    5.63    6.02   8.24 11.6     112   28.56    3980   28.51   16134    0.34    2.25
  49200  395850 20250303 180704    7.01    4.59    6.03   8.24 11.6     112   28.65    3991   28.59   16181    0.29    2.18
  49200  395850 20250303 180719    8.04    3.54    5.98   8.23 11.6     112   28.68    4000   28.66   16225    0.28    2.23
  49200  395850 20250303 180745    8.97    2.55    5.87   8.22 11.5     110   28.70    4015   28.78   16295    0.41    2.33
  49200  395850 20250303 180802   10.00    1.55    5.79   8.21 11.4     109   28.68    4022   28.84   16325    0.50    2.74
  49200  395850 20250303 180833   11.10  172.46    5.75   8.21 11.3     108   28.72    4031   28.91   16367    0.35    2.65
