# VERTIKAAL 8 M.C.ECOS 8 VERTIKAAL
* 03-03-2025 15:40:28
#X: 37397 - Y: 393849
#00 DONARLOCATIE: VTS-08
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1029>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  37397  393849 20250303 154050    0.98   18.70    7.28   8.38 12.7     121   24.90    3356   23.62   13317    0.30    1.09
  37397  393849 20250303 154128    2.02   17.61    7.11   8.40 12.9     123   24.87    3368   23.72   13372    0.34    1.05
  37397  393849 20250303 154238    2.95   16.26    6.79   8.33 12.1     114   25.07    3422   24.14   13616    0.49    1.00
  37397  393849 20250303 154329    3.94   15.28    5.96   8.17 10.9     103   26.70    3726   26.51   14979    0.52    1.04
  37397  393849 20250303 154349    5.01   13.96    6.07   8.21 10.8     102   27.46    3821   27.26   15411    0.50    1.09
  37397  393849 20250303 154410    5.96   13.00    6.06   8.21 10.8     103   27.79    3868   27.62   15624    0.44    1.16
  37397  393849 20250303 154437    7.00   11.53    5.77   8.21 10.9     103   27.76    3894   27.83   15743    0.28    1.03
  37397  393849 20250303 154451    7.97   10.78    5.68   8.20 10.9     103   27.75    3902   27.89   15778    0.29    1.10
  37397  393849 20250303 154519    8.98   10.00    5.61   8.19 10.8     102   27.78    3914   27.98   15832    0.15    1.12
  37397  393849 20250303 154541    9.99    8.59    5.32   8.18 10.8     102   27.60    3919   28.03   15859    0.22    1.04
  37397  393849 20250303 154601   11.09    7.54    5.04   8.18 10.8     101   27.41    3921   28.05   15870    0.14    1.12
  37397  393849 20250303 154614   12.11    6.55    4.94   8.18 10.8     101   27.33    3921   28.04   15868    0.27    1.19
  37397  393849 20250303 154632   12.97    5.65    4.82   8.17 10.8     101   27.26    3924   28.07   15885    0.15    1.02
  37397  393849 20250303 154646   14.03    4.63    4.72   8.16 10.8     100   27.22    3929   28.11   15908    0.22    1.11
  37397  393849 20250303 154659   15.02    3.76    4.64   8.16 10.8     100   27.19    3932   28.14   15922    0.18    1.11
  37397  393849 20250303 154713   16.01    2.74    4.59   8.16 10.8     100   27.16    3934   28.15   15931    0.12    1.13
  37397  393849 20250303 154736   17.01    1.84    4.57   8.15 10.7      99   27.15    3934   28.15   15929    0.13    1.19
  37397  393849 20250303 154802   18.00    0.75    4.57   8.15 10.6      98   27.15    3934   28.15   15931    0.14    1.18
