# VERTIKAAL 5 M.C.ECOS 8 VERTIKAAL
* 02-05-2025 09:57:20
#X: 65270 - Y: 412088
#00 DONARLOCATIE: GTS-16
#01 MEETPUNT: 1
#08 WAARNEMER(S): Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1014>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <4>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  65270  412088 20250502 95731    1.01   12.68   18.23   8.45 10.4     132   38.61    4011   28.70   16212    0.91    0.66
  65270  412088 20250502 95746    2.02   11.58   18.15   8.44 10.4     131   38.57    4014   28.72   16224    0.72    0.59
  65270  412088 20250502 95825    3.03    0.00   18.09   8.44 10.4     131   38.44    4005   28.66   16187    0.75    0.59
  65270  412088 20250502 95903    4.02    9.69   17.31   8.44 10.5     130   37.93    4020   28.77   16257    0.69    0.58
  65270  412088 20250502 95958    4.98    8.59   15.54   8.36 10.5     126   36.74    4052   29.03   16414    0.77    0.48
  65270  412088 20250502 100028    5.95    7.66   15.22   8.34 10.5     125   36.56    4061   29.11   16458    1.28    0.44
  65270  412088 20250502 100227    7.01    6.70   12.18   8.13 7.45      83   34.19    4078   29.25   16552    0.94    0.64
  65270  412088 20250502 100318    8.02    5.68   12.00   8.11 6.91      77   33.94    4065   29.15   16495    3.18    0.63
  65270  412088 20250502 100338    9.05    4.78   12.00   8.11 6.93      77   33.96    4069   29.18   16511    1.61    0.70
  65270  412088 20250502 100442    9.97    4.13   10.99   8.08 6.26      68   33.22    4077   29.25   16555    1.12    0.69
  65270  412088 20250502 100526   10.98    3.23   10.91   8.07 6.04      66   33.14    4076   29.24   16549    0.48    0.70
  65270  412088 20250502 100605   12.02    2.18   10.85   8.06 5.92      64   33.09    4077   29.25   16553    0.81    0.74
  65270  412088 20250502 100657   13.00    1.20   10.78   8.04 5.66      61   33.04    4076   29.25   16552    0.40    0.94
