# VERTIKAAL 10 M.C.ECOS 8 VERTIKAAL
* 02-05-2025 11:48:06
#X: 57620 - Y: 418936
#00 DONARLOCATIE: GTS-11
#01 MEETPUNT: 1
#08 WAARNEMER(S): Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1014>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <4>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  57620  418936 20250502 114822    1.01   15.03   18.29   8.51 11.2     142   39.05    4052   29.03   16399    0.79    0.64
  57620  418936 20250502 114916    2.00   14.64   17.54   8.51 11.2     140   38.40    4050   29.01   16394    2.54    0.82
  57620  418936 20250502 115016    3.03   13.39   17.20   8.48 10.8     134   38.11    4049   29.00   16390    2.47    0.95
  57620  418936 20250502 115038    3.99   12.65   16.90   8.49 10.8     134   37.87    4050   29.02   16399    1.15    0.70
  57620  418936 20250502 115122    5.02   11.93   15.85   8.43 10.4     125   36.93    4044   28.97   16377    1.00    0.75
  57620  418936 20250502 115219    6.05   10.60   14.45   8.35 9.49     111   35.75    4042   28.96   16377    1.19    0.75
  57620  418936 20250502 115332    7.01   10.29   13.20   8.19 7.38      84   34.88    4060   29.11   16466    1.12    0.57
  57620  418936 20250502 115437    8.01    8.83   13.54   8.32 8.90     103   35.52    4102   29.44   16654    1.05    0.63
  57620  418936 20250502 115521    9.00    7.85   12.50   8.24 7.81      88   34.67    4104   29.46   16672    1.07    0.70
  57620  418936 20250502 115659   10.06    6.84   12.11   8.21 7.13      80   34.41    4112   29.52   16707    0.97    0.66
  57620  418936 20250502 115722   10.97    5.94   12.03   8.20 7.16      80   34.36    4113   29.53   16713    0.83    0.63
  57620  418936 20250502 115800   11.98    4.81   12.24   8.23 7.33      82   34.73    4137   29.72   16823    0.73    0.70
  57620  418936 20250502 115836   13.02    3.55   12.19   8.22 7.21      81   34.70    4138   29.74   16830    1.08    0.73
  57620  418936 20250502 115855   13.97    2.65   12.30   8.22 7.20      81   34.87    4147   29.80   16868    1.16    0.74
  57620  418936 20250502 115941   15.04    1.48   12.16   8.20 6.85      77   34.76    4149   29.82   16878    1.18    0.82
  57620  418936 20250502 115956   16.02    0.00   12.12   8.19 6.83      77   34.74    4149   29.82   16881    1.36    0.81
