# VERTIKAAL 11 M.C.ECOS 8 VERTIKAAL
* 02-05-2025 12:08:48
#X: 56280 - Y: 420520
#00 DONARLOCATIE: GTS-10
#01 MEETPUNT: 1
#08 WAARNEMER(S): Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1014>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <7>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  56280  420520 20250502 120911    1.01   12.28   17.81   8.45 10.6     133   38.61    4047   28.99   16381    0.88    0.53
  56280  420520 20250502 121019    2.00   11.68   17.42   8.44 10.4     130   38.30    4050   29.01   16395    1.06    0.53
  56280  420520 20250502 121050    3.02   10.76   16.07   8.42 10.3     126   37.17    4050   29.02   16401    1.09    0.55
  56280  420520 20250502 121137    4.03   10.00   15.07   8.39 10.2     121   36.28    4044   28.98   16383    0.98    0.58
  56280  420520 20250502 121237    5.00    9.26   13.98   8.32 9.17     106   35.62    4072   29.20   16514    1.43    0.73
  56280  420520 20250502 121313    5.99    8.38   13.90   8.33 9.19     107   35.64    4082   29.28   16560    1.29    0.63
  56280  420520 20250502 121333    7.02    7.36   13.91   8.32 9.13     106   35.61    4077   29.24   16537    1.27    0.73
  56280  420520 20250502 121407    8.00    6.44   13.85   8.33 9.19     107   35.75    4099   29.41   16639    1.27    0.65
  56280  420520 20250502 121509    9.02    5.51   13.27   8.30 8.71     100   35.53    4129   29.66   16783    0.93    0.64
  56280  420520 20250502 121604    9.98    4.59   13.22   8.30 8.51      98   35.61    4144   29.78   16851    0.81    0.67
  56280  420520 20250502 121624   11.01    3.54   12.99   8.29 8.41      96   35.48    4151   29.83   16884    0.74    0.65
  56280  420520 20250502 121712   12.03    2.54   12.78   8.26 7.94      90   35.31    4152   29.84   16890    1.12    0.61
  56280  420520 20250502 121836   13.00    1.56   12.25   8.20 6.98      79   34.85    4150   29.83   16886    0.88    0.83
  56280  420520 20250502 121951   13.98    0.75   11.95   8.17 6.50      73   34.59    4148   29.82   16878    1.01    1.04
