# VERTIKAAL 9 M.C.ECOS 8 VERTIKAAL
* 02-05-2025 11:26:29
#X: 57960 - Y: 417200
#00 DONARLOCATIE: GTS-12
#01 MEETPUNT: 1
#08 WAARNEMER(S): Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1014>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <4>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  57960  417200 20250502 112637    1.02    9.81   18.71   8.49 11.2     143   39.40    4050   29.01   16389    0.48    0.40
  57960  417200 20250502 112735    2.01    0.00   18.39   8.50 11.4     144   39.11    4049   29.00   16386    1.05    0.58
  57960  417200 20250502 112808    3.03   17.81   16.74   8.47 11.3     139   37.70    4047   28.99   16385    1.22    0.58
  57960  417200 20250502 112913    4.01   16.53   15.65   8.42 10.2     123   36.75    4043   28.96   16372    1.10    0.69
  57960  417200 20250502 113007    5.03   15.06   14.64   8.35 9.54     112   35.93    4045   28.98   16388    1.25    0.62
  57960  417200 20250502 113025    6.02   13.85   14.46   8.35 9.49     111   35.85    4052   29.04   16423    1.51    0.72
  57960  417200 20250502 113124    6.99   12.31   13.55   8.29 8.69     100   35.24    4068   29.17   16501    1.41    0.61
  57960  417200 20250502 113302    8.01   11.38   13.22   8.27 8.26      94   35.10    4084   29.30   16577    1.88    0.65
  57960  417200 20250502 113355    9.04   10.05   13.17   8.29 8.45      97   35.20    4102   29.44   16656    1.43    0.60
  57960  417200 20250502 113505   10.00    8.60   12.52   8.24 7.85      89   34.72    4107   29.48   16684    1.60    0.53
  57960  417200 20250502 113528   10.97    7.64   12.51   8.25 7.83      88   34.86    4126   29.63   16770    1.07    0.57
  57960  417200 20250502 113620   12.01    6.41   12.21   8.24 7.58      85   34.69    4134   29.70   16810    0.71    0.59
  57960  417200 20250502 113728   13.00    5.24   12.00   8.22 7.26      81   34.51    4133   29.69   16807    0.78    0.70
  57960  417200 20250502 113744   14.02    4.25   12.07   8.22 7.25      81   34.59    4136   29.72   16820    0.70    0.65
  57960  417200 20250502 113759   15.05    3.46   12.12   8.22 7.28      82   34.64    4138   29.73   16829    0.86    0.75
  57960  417200 20250502 113824   16.01    2.60   12.13   8.21 7.19      81   34.69    4142   29.76   16847    0.71    0.70
  57960  417200 20250502 113922   17.00    1.86   12.02   8.22 7.16      80   34.56    4138   29.73   16831    0.87    0.74
  57960  417200 20250502 113948   17.99    0.85   12.07   8.21 7.13      80   34.59    4136   29.72   16821    0.92    0.65
