# VERTIKAAL 2 M.C.ECOS 8 VERTIKAAL
* 02-05-2025 09:16:23
#X: 68840 - Y: 411250
#00 DONARLOCATIE: GTS-19
#01 MEETPUNT: 1
#08 WAARNEMER(S): Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1014>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <5>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  68840  411250 20250502 91635    0.98   10.79   19.22   8.44 10.5     136   39.63    4030   28.85   16293    0.94    0.57
  68840  411250 20250502 91722    1.99   10.26   18.67   8.44 11.0     140   39.26    4039   28.92   16339    0.96    0.56
  68840  411250 20250502 91806    2.99    8.78   17.31   8.42 10.8     135   38.01    4029   28.85   16301    1.01    0.62
  68840  411250 20250502 91904    4.00    8.00   16.68   8.34 10.3     126   37.68    4051   29.02   16403    1.60    0.58
  68840  411250 20250502 92026    4.98    7.23   15.97   8.29 9.97     120   37.25    4069   29.17   16490    1.13    0.54
  68840  411250 20250502 92213    6.02    6.28   15.78   8.31 10.1     122   37.30    4091   29.35   16595    1.50    0.47
  68840  411250 20250502 92302    7.00    5.34   14.49   8.24 9.43     111   36.17    4086   29.31   16577    1.25    0.48
  68840  411250 20250502 92322    8.02    4.28   14.37   8.24 9.50     111   36.11    4090   29.34   16595    2.02    0.55
  68840  411250 20250502 92505    9.01    2.68   12.97   8.13 7.52      86   34.92    4088   29.33   16593    0.75    0.76
  68840  411250 20250502 92621   10.03    2.26   12.68   8.08 6.59      75   34.73    4094   29.38   16621    2.46    0.89
  68840  411250 20250502 92731   10.98    0.00   12.57   8.05 6.02      68   34.65    4095   29.39   16629    1.22    1.03
