# VERTIKAAL 14 M.C.ECOS 8 VERTIKAAL
* 06-05-2025 12:46:55
#X: 61690 - Y: 413650
#00 DONARLOCATIE: GTS-29
#01 MEETPUNT: 1
#08 WAARNEMER(S): Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1023>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <1>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBHFNU
  61690  413650 20250506 124703    1.031    4.88   15.06   8.46 8.26      97   36.55    4075   29.22   16524    0.48    0.62
  61690  413650 20250506 124729    2.04    4.78   14.45   8.47 8.32      97   36.06    4077   29.24   16537    0.71    0.86
  61690  413650 20250506 124821    2.99    4.89   14.06   8.45 8.41      97   35.82    4087   29.32   16586    0.54    0.67
  61690  413650 20250506 124858    4.05    4.14   13.92   8.42 8.49      98   35.80    4098   29.41   16636    0.37    0.60
  61690  413650 20250506 124912    5.02    3.10   13.70   8.42 8.48      97   35.65    4103   29.45   16658    0.38    0.58
  61690  413650 20250506 124926    6.03    2.04   13.29   8.46 8.47      96   35.31    4101   29.44   16654    0.35    0.57
  61690  413650 20250506 124941    7.01    1.23   13.13   8.46 8.47      96   35.24    4110   29.51   16694    0.37    0.65
