# VERTIKAAL 13 M.C.ECOS 8 VERTIKAAL
* 02-05-2025 12:50:30
#X: 53710 - Y: 421060
#00 DONARLOCATIE: GTS-08
#01 MEETPUNT: 1
#08 WAARNEMER(S): Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1014>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <3>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  53710  421060 20250502 125038    0.99    0.00   18.28   8.40 9.83     124   39.02    4049   29.01   16388    0.66    0.56
  53710  421060 20250502 125057    2.02   14.80   18.19   8.40 9.84     124   38.99    4053   29.03   16405    0.87    0.62
  53710  421060 20250502 125132    3.00   10.13   16.71   8.40 10.1     124   37.72    4052   29.03   16407    1.13    0.55
  53710  421060 20250502 125240    4.00   12.46   15.43   8.41 10.5     126   36.58    4044   28.97   16379    1.16    0.60
  53710  421060 20250502 125336    5.04   11.65   15.03   8.39 10.0     118   36.25    4045   28.98   16384    1.11    0.59
  53710  421060 20250502 125424    6.03   10.70   14.89   8.37 9.69     115   36.20    4052   29.04   16418    1.58    0.65
  53710  421060 20250502 125455    6.98    9.69   14.61   8.36 9.65     114   36.37    4097   29.40   16627    1.27    0.79
  53710  421060 20250502 125517    8.05    8.64   14.41   8.36 9.67     114   36.42    4121   29.59   16740    1.02    0.68
  53710  421060 20250502 125608    9.01    7.71   13.88   8.33 9.16     107   36.23    4152   29.84   16883    0.97    0.70
  53710  421060 20250502 125659    9.97    6.58   13.48   8.31 8.92     103   35.98    4161   29.91   16930    0.89    0.59
  53710  421060 20250502 125742   10.99    5.26   13.12   8.29 8.64      99   35.71    4165   29.95   16951    0.86    0.64
  53710  421060 20250502 125836   12.01    3.83   12.81   8.27 8.20      93   35.44    4164   29.94   16946    1.74    0.59
  53710  421060 20250502 125943   12.99    3.55   12.60   8.25 7.85      89   35.23    4160   29.91   16928    2.56    0.69
  53710  421060 20250502 130054   14.01    3.19   12.13   8.22 7.36      83   34.81    4157   29.88   16917    0.93    0.66
  53710  421060 20250502 130155   14.97    2.08   11.91   8.20 7.07      79   34.60    4154   29.86   16903    1.29    0.77
  53710  421060 20250502 130254   16.03    1.04   11.43   8.17 6.59      73   34.17    4150   29.83   16889    0.53    0.71
