# VERTIKAAL 7 M.C.ECOS 8 VERTIKAAL
* 02-05-2025 10:40:50
#X: 61220 - Y: 413050
#00 DONARLOCATIE: GTS-14
#01 MEETPUNT: 1
#08 WAARNEMER(S): Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1014>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <3>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  61220  413050 20250502 104058    0.99    9.61   18.70   8.50 11.1     141   39.23    4033   28.88   16312    0.67    0.65
  61220  413050 20250502 104117    2.01    8.50   18.52   8.50 11.1     141   39.08    4034   28.88   16314    0.90    0.56
  61220  413050 20250502 104213    2.99    7.43   17.93   8.47 10.5     132   38.60    4036   28.90   16327    1.12    0.71
  61220  413050 20250502 104335    4.01    6.34   15.70   8.35 9.21     111   36.80    4043   28.97   16374    0.91    0.74
  61220  413050 20250502 104401    5.00    5.29   14.74   8.32 9.29     109   36.07    4050   29.03   16412    0.84    0.52
  61220  413050 20250502 104433    6.02    4.30   14.42   8.30 9.34     109   35.83    4054   29.05   16430    0.92    0.50
  61220  413050 20250502 104509    7.01    3.25   13.72   8.24 8.72     101   35.37    4067   29.16   16494    1.14    0.64
  61220  413050 20250502 104722    8.01    2.25   12.37   8.12 6.79      76   34.22    4063   29.13   16482    1.59    0.60
  61220  413050 20250502 104741    8.98    1.30   11.76   8.14 6.81      76   33.85    4078   29.26   16555    1.12    0.51
  61220  413050 20250502 104857    9.99    0.22   11.06   8.00 5.33      58   33.22    4071   29.20   16527    1.74    0.58
