# VERTIKAAL 9 Milieucontainer
* 21-08-2026 10:26:24
#X: 72570 - Y: 408770
#00 DONARLOCATIE: ZTS-12
#08 WAARNEMER(S): Damen
@ par8.dat

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   GELBH  GELDHD  SALNTT     CL- CHLFRFU  TROEBHFNU  PHYCOUGL
  72570  408770 20260821 103034    0.91   21.65   21.73   8.87    1.96     189    1.07     503    0.61       6.49      1.14
  72570  408770 20260821 103049    1.95   21.65   21.74   8.87    1.98     191    1.08     511    0.65       5.75      1.07
  72570  408770 20260821 103053    3.06   21.65   21.74   8.87    1.99     192    1.09     514    0.61       5.89      1.12
  72570  408770 20260821 103100    3.90   21.65   21.74   8.87    1.99     192    1.09     515    0.64       5.72      1.05
  72570  408770 20260821 103103    5.09   21.65   21.74   8.87    1.99     192    1.09     515    0.62       5.35      0.97
  72570  408770 20260821 103108    6.03   21.65   21.74   8.87    1.99     192    1.09     514    0.51       5.67      0.68
  72570  408770 20260821 103112    6.92   21.65   21.73   8.86    2.01     194    1.10     520    0.65       5.18      0.80
  72570  408770 20260821 103120    7.98   21.65   21.73   8.86    2.01     194    1.10     522    0.51       4.58      0.88
  72570  408770 20260821 103124    8.96   21.65   21.71   8.85    2.01     194    1.10     522    0.52       4.95      0.75
  72570  408770 20260821 103128   10.00   21.65   21.79   8.78    2.34     225    1.28     630    0.46       4.57      0.52
