X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TROEBHFNU;CHLFRFU;GELBH;Echms
51.21037277;3.802301543;20250702;91106;0.97;23.13;8.04;110.58;9.13;3583.29;-0.24;6.46;1025.06;3.95;5.35;10.94;-999
51.21037277;3.802301543;20250702;91126;2.05;23.09;8.03;109.31;9.03;3592.15;-0.34;6.47;1027.37;4.15;5.29;10.95;-999
51.21037277;3.802301543;20250702;91141;3.01;23.06;8.02;108.9;9;3598.13;-0.2;6.48;1028.92;4.08;5.79;10.96;-999
51.21037277;3.802301543;20250702;91203;4.03;23.01;8.01;106.75;8.83;3621.56;-0.38;6.53;1035.07;4.12;5.42;11.02;-999
51.21037277;3.802301543;20250702;91219;4.96;22.98;8.01;105.35;8.71;3643.7;-0.53;6.57;1040.88;4.34;5.29;11.07;-999
51.21037277;3.802301543;20250702;91237;6.06;22.91;8;104;8.61;3708.67;-0.42;6.68;1057.95;4.26;5.22;11.24;-999
51.21037277;3.802301543;20250702;91258;7.02;22.89;8;102.92;8.52;3732.74;-0.47;6.73;1064.26;4.11;5.02;11.3;-999
51.21037277;3.802301543;20250702;91319;8.03;22.82;7.99;101.54;8.41;3807.53;-0.59;6.86;1083.86;4.15;4.81;11.49;-999
51.21037277;3.802301543;20250702;91339;9.01;22.7;7.98;99.6;8.26;3929.22;-0.53;7.08;1115.66;4.33;4.49;11.8;-999
51.21037277;3.802301543;20250702;91355;9.98;22.5;7.96;96.74;8.03;4117.59;-0.71;7.41;1164.68;4.48;3.75;12.27;-999
51.21037277;3.802301543;20250702;91413;11.09;22.43;7.95;94.26;7.83;4238.14;-0.63;7.63;1195.97;4.7;3.44;12.58;-999
51.21037277;3.802301543;20250702;91434;12.04;22.17;7.93;90.93;7.54;4813.05;-0.79;8.66;1344.03;5.17;2.85;14.06;-999
51.21037277;3.802301543;20250702;91459;13.19;22.03;7.91;86.86;7.21;4960.08;-0.71;8.92;1381.52;5.46;2.88;14.41;-999
