X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TROEBHFNU;CHLFRFU;GELBH;Echms
51.32600576;3.818970985;20250702;74135;1.06;23.14;7.97;115.62;9.59;3076.92;-0.7;5.55;890.37;3.02;4.12;9.5;-999
51.32600576;3.818970985;20250702;74152;2.01;23.13;7.97;115.98;9.61;3221.09;-0.62;5.81;928.92;3.03;4.13;9.91;-999
51.32600576;3.818970985;20250702;74211;2.99;23.14;7.97;115.78;9.58;3334.22;-0.61;6.01;959.06;2.99;4.31;10.23;-999
51.32600576;3.818970985;20250702;74237;4.03;23.13;7.97;115.67;9.56;3454;-0.73;6.23;990.85;3.15;4.01;10.57;-999
51.32600576;3.818970985;20250702;74302;4.97;23.13;7.97;115.31;9.52;3560.94;-0.61;6.42;1019.16;3.03;4.35;10.87;-999
51.32600576;3.818970985;20250702;74328;5.98;23.13;7.97;115.22;9.5;3663.13;-0.69;6.6;1046.13;3.14;4.31;11.16;-999
51.32600576;3.818970985;20250702;74343;6.93;23.14;7.96;115.07;9.4;4508.09;-0.56;8.11;1266.48;2.99;4.6;13.52;-999
51.32600576;3.818970985;20250702;74403;8.06;23.14;7.96;114.95;9.39;4535.53;-0.62;8.16;1273.56;2.86;4.65;13.59;-999
51.32600576;3.818970985;20250702;74428;8.98;23.15;7.96;114.89;9.38;4588.18;-0.67;8.26;1287.14;2.96;4.53;13.74;-999
51.32600576;3.818970985;20250702;74457;9.99;23.14;7.96;114.84;9.37;4696.56;-0.53;8.45;1315.03;2.95;4.8;14.03;-999
51.32600576;3.818970985;20250702;74514;10.99;23.11;7.95;114.67;9.34;4909.53;-0.61;8.83;1369.61;2.83;4.28;14.61;-999
51.32600576;3.818970985;20250702;74537;12;22.97;7.92;114.06;9.22;5887.12;-0.63;10.58;1617.09;3.32;3.68;17.2;-999
51.32600576;3.818970985;20250702;74601;13.04;22.49;7.88;112.89;9.01;7976.26;-0.84;14.29;2130.97;3.13;2.56;22.44;-999
51.32600576;3.818970985;20250702;74622;13.97;22.33;7.87;112.52;8.9;9145.15;-0.85;16.36;2411.09;3.12;2.62;25.31;-999
51.32600576;3.818970985;20250702;74645;15.07;22.17;7.88;113.67;8.93;10162.55;-0.81;18.15;2651.01;4.48;2.34;27.74;-999
51.32600576;3.818970985;20250702;74703;16.03;22.14;7.88;114.58;8.97;10463.49;-0.77;18.68;2721.35;4.65;2.55;28.45;-999
51.32600576;3.818970985;20250702;74721;17.05;22.08;7.89;116.48;9.09;10949.2;-0.92;19.54;2834.26;6.29;2.42;29.6;-999
