X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TROEBHFNU;CHLFRFU;GELBH;Echms
51.09484387;3.732427022;20250702;101733;0.99;23.75;8.16;123.54;10.26;1843.62;-0.01;3.33;553.18;5.5;7.37;5.98;-999
51.09484387;3.732427022;20250702;101749;2.05;23.17;8.06;114.25;9.55;2299.17;-0.53;4.15;679.35;4.93;4.73;7.25;-999
51.09484387;3.732427022;20250702;101813;3.06;22.46;7.85;83.54;7.05;2641.18;-0.47;4.77;772.39;5.01;4.15;8.13;-999
51.09484387;3.732427022;20250702;101828;4.04;22.06;7.83;72.53;6.16;2830;-0.59;5.1;823.26;4.58;3.9;8.6;-999
51.09484387;3.732427022;20250702;101845;5.01;21.61;7.71;59.33;5.07;3042.94;-0.78;5.49;880.21;4.85;2.97;9.1;-999
51.09484387;3.732427022;20250702;101900;5.97;21.29;7.65;43.13;3.7;3227.5;-0.83;5.82;929.31;4.62;2.17;9.55;-999
51.09484387;3.732427022;20250702;101917;7.05;21.08;7.59;32.37;2.78;3452.27;-0.92;6.22;988.85;5.33;1.44;10.12;-999
51.09484387;3.732427022;20250702;101935;8.07;21.02;7.57;25.8;2.21;3650.05;-0.92;6.57;1041.03;5.11;1.25;10.63;-999
51.09484387;3.732427022;20250702;101952;9.03;20.93;7.57;23.5;2.02;3755.94;-1.04;6.76;1068.81;4.77;1.02;10.9;-999
51.09484387;3.732427022;20250702;102012;10.06;21.02;7.57;23.66;2.02;3955.36;-1.01;7.12;1121.12;5.85;1.12;11.45;-999
51.09484387;3.732427022;20250702;102040;11.06;21.05;7.58;25.55;2.18;4060.68;-1.01;7.31;1148.63;6.53;1.23;11.74;-999
51.09484387;3.732427022;20250702;102059;12.06;21.02;7.59;27.47;2.34;4225.43;-1.03;7.6;1191.46;7.49;1.21;12.17;-999
