X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TROEBHFNU;CHLFRFU;GELBH;Echms
51.3120609;3.82893105;20250702;80119;1.05;23.06;7.99;107.61;8.82;4423.41;-0.65;7.96;1244.53;3.48;3.31;13.26;-999
51.3120609;3.82893105;20250702;80152;2.06;23.06;7.99;107.67;8.82;4422.95;-0.88;7.96;1244.41;3.62;3.49;13.26;-999
51.3120609;3.82893105;20250702;80208;3.02;23.03;7.99;107.56;8.81;4451.72;-0.68;8.01;1251.82;3.55;3.4;13.33;-999
51.3120609;3.82893105;20250702;80232;4.09;23.02;7.99;107.65;8.82;4472.61;-0.67;8.05;1257.21;3.58;3.79;13.38;-999
51.3120609;3.82893105;20250702;80251;5.1;23.01;7.99;107.73;8.83;4482.48;-0.71;8.07;1259.75;3.45;3.58;13.41;-999
51.3120609;3.82893105;20250702;80314;5.98;23.01;7.99;107.69;8.82;4510.65;-0.67;8.12;1267.02;3.52;3.77;13.49;-999
51.3120609;3.82893105;20250702;80338;7;22.98;7.99;108.19;8.86;4649.3;-0.52;8.37;1302.72;3.63;4.06;13.86;-999
51.3120609;3.82893105;20250702;80355;8.04;23.02;8;110.14;8.99;4824.29;-0.62;8.68;1347.71;3.55;3.98;14.35;-999
51.3120609;3.82893105;20250702;80411;9.07;23.02;7.99;111.4;9.07;5051.1;-0.57;9.09;1405.7;3.49;3.98;14.96;-999
51.3120609;3.82893105;20250702;80431;10.02;22.99;7.99;112.02;9.11;5229.76;-0.57;9.4;1451.15;3.46;3.79;15.44;-999
51.3120609;3.82893105;20250702;80454;10.97;22.86;7.97;111.28;9.03;5689.63;-0.91;10.22;1567.35;3.74;3.41;16.63;-999
51.3120609;3.82893105;20250702;80521;11.99;22.75;7.97;110.88;8.98;6121.03;-0.84;10.99;1675.4;4.06;3.26;17.74;-999
