X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TROEBHFNU;CHLFRFU;GELBH;Echms
51.21037277;3.802301543;20250702;94154;1.11;22.99;7.92;91.87;7.63;3176.51;-0.58;5.73;916.92;5.64;4.25;9.76;-999
51.21037277;3.802301543;20250702;94205;1;23.04;7.94;92.36;7.67;3142.62;-0.49;5.67;907.89;5.47;4.66;9.67;-999
51.21037277;3.802301543;20250702;94225;1.96;22.94;7.91;89.88;7.47;3213.38;-0.56;5.79;926.72;5.04;3.95;9.85;-999
51.21037277;3.802301543;20250702;94254;3.08;22.86;7.9;86.94;7.24;3250.65;-0.67;5.86;936.6;5.27;3.77;9.94;-999
51.21037277;3.802301543;20250702;94310;4.01;22.79;7.9;86.54;7.21;3326.87;-0.78;6;956.85;5.1;4.02;10.14;-999
51.21037277;3.802301543;20250702;94330;5.01;22.8;7.91;86.66;7.21;3343.55;-0.67;6.03;961.29;5.35;4.24;10.19;-999
51.21037277;3.802301543;20250702;94351;6.04;22.69;7.89;84.9;7.08;3391.05;-0.74;6.11;973.83;4.9;4.05;10.3;-999
51.21037277;3.802301543;20250702;94407;7;22.5;7.89;83.94;7.02;3492.78;-0.62;6.29;1000.65;4.81;3.7;10.54;-999
51.21037277;3.802301543;20250702;94432;7.99;22.25;7.88;80.93;6.79;3598.17;-0.89;6.48;1028.31;5.02;3.13;10.78;-999
51.21037277;3.802301543;20250702;94447;9.03;21.96;7.83;74.65;6.29;3754.03;-0.84;6.76;1069.13;5.03;2.5;11.14;-999
51.21037277;3.802301543;20250702;94504;10.01;21.78;7.83;70.37;5.94;3923.79;-0.9;7.07;1113.49;4.99;2.13;11.56;-999
51.21037277;3.802301543;20250702;94524;11.01;21.53;7.81;68.14;5.75;4302.54;-1;7.74;1211.89;5.7;1.77;12.51;-999
51.21037277;3.802301543;20250702;94542;12.01;21.4;7.79;63.48;5.36;4485.25;-0.85;8.07;1259.03;6.19;1.77;12.97;-999
51.21037277;3.802301543;20250702;94559;12.93;21.34;7.78;60.5;5.11;4558.98;-0.91;8.2;1277.99;6.27;1.71;13.14;-999
