X;Y;DATUM;TIJD;SENSHTE;T ;pH;%O2;O2;CL-;PHYCOUGL;SALNTT;GELDHD;TROEBHFNU;CHLFRFU;GELBH;Echms
51.28581896;3.838383497;20250702;82352;0.99;22.95;8.03;111.07;9.15;4128.63;-0.53;7.44;1167.93;4.54;4.24;12.42;-999
51.28581896;3.838383497;20250702;82409;1.97;22.94;8.02;110.16;9.07;4143.66;-0.66;7.46;1171.84;4.66;4.03;12.45;-999
51.28581896;3.838383497;20250702;82422;2.97;22.92;8.02;109.65;9.03;4148.98;-0.49;7.47;1173.2;4.67;3.93;12.47;-999
51.28581896;3.838383497;20250702;82451;4.03;22.93;8.01;107.95;8.89;4160.9;-0.66;7.49;1176.31;4.7;3.87;12.5;-999
51.28581896;3.838383497;20250702;82512;5.06;22.92;8.01;107.51;8.85;4168.25;-0.52;7.51;1178.22;4.84;4.18;12.52;-999
51.28581896;3.838383497;20250702;82527;5.99;22.92;8.01;107.27;8.83;4176.07;-0.59;7.52;1180.25;4.55;4.39;12.54;-999
51.28581896;3.838383497;20250702;82545;7.01;22.9;8.01;106.69;8.79;4215.9;-0.6;7.59;1190.59;4.76;4.12;12.64;-999
51.28581896;3.838383497;20250702;82600;8.09;22.86;8;105.85;8.71;4342.95;-0.61;7.82;1223.52;4.65;4.11;12.98;-999
51.28581896;3.838383497;20250702;82617;8.98;22.82;7.99;104.62;8.6;4515.75;-0.61;8.13;1268.17;4.25;3.69;13.45;-999
51.28581896;3.838383497;20250702;82636;10.01;22.82;7.99;103.97;8.53;4757.34;-0.77;8.56;1330.35;3.78;3.48;14.11;-999
51.28581896;3.838383497;20250702;82652;11;22.81;7.99;104.01;8.52;4885.46;-0.66;8.79;1363.17;3.84;3.47;14.45;-999
51.28581896;3.838383497;20250702;82710;11.91;22.63;7.97;104.63;8.52;5768.71;-0.66;10.37;1587;4.52;2.97;16.76;-999
51.28581896;3.838383497;20250702;82730;12.96;22.45;7.96;103.36;8.4;6296.61;-0.84;11.31;1718.86;4.54;2.88;18.09;-999
